,parent,child,group,flag
6006,printing,planographic_printing,294,TRUE
6007,planographic_printing,collotype,294,TRUE
6008,collotype,hectograph,294,TRUE
6009,planographic_printing,lithography,294,TRUE
6010,lithography,chromolithography,294,TRUE
6011,lithography,offset_lithography,294,TRUE
6012,lithography,photolithography,294,TRUE
6013,printing,process_printing,294,TRUE
6014,printing,relief_printing,294,TRUE
6015,printing,typography,294,TRUE
6016,narcotic,hard_drug,295,TRUE
6017,hard_drug,cocaine,295,TRUE
6018,cocaine,basuco,295,TRUE
6019,cocaine,coke,295,TRUE
6020,cocaine,crack,295,TRUE
6021,hard_drug,heroin,295,TRUE
6022,heroin,big_H,295,TRUE
6023,narcotic,meperidine,295,TRUE
6024,narcotic,methadone,295,TRUE
6025,narcotic,opiate,295,TRUE
6026,opiate,codeine,295,TRUE
6027,opiate,Fentanyl,295,TRUE
6028,opiate,heroin,295,TRUE
6029,heroin,big_H,295,TRUE
6030,opiate,laudanum,295,TRUE
6031,opiate,morphine,295,TRUE
6032,morphine,apomorphine,295,TRUE
6033,narcotic,opium,295,TRUE
6034,narcotic,recreational_drug,295,TRUE
6035,narcotic,soft_drug,295,TRUE
6036,soft_drug,bhang,295,TRUE
6037,soft_drug,cannabis,295,TRUE
6038,cannabis,Acapulco_gold,295,TRUE
6039,cannabis,pot,295,TRUE
6040,soft_drug,hashish,295,TRUE
6041,indicator,absorption_indicator,296,TRUE
6042,absorption_indicator,fluorescein,296,TRUE
6043,fluorescein,eosin,296,TRUE
6044,indicator,acid-base_indicator,296,TRUE
6045,acid-base_indicator,bromophenol_blue,296,TRUE
6046,acid-base_indicator,bromothymol_blue,296,TRUE
6047,acid-base_indicator,congo_red,296,TRUE
6048,acid-base_indicator,litmus,296,TRUE
6049,acid-base_indicator,methyl_orange,296,TRUE
6050,acid-base_indicator,phenolphthalein,296,TRUE
6051,indicator,alpha-naphthol_test,296,TRUE
6052,indicator,oxidation-reduction_indicator,296,TRUE
6053,quartz,amethyst,297,TRUE
6054,quartz,cairngorm,297,TRUE
6055,quartz,chalcedony,297,TRUE
6056,chalcedony,agate,297,TRUE
6057,agate,moss_agate,297,TRUE
6058,chalcedony,bloodstone,297,TRUE
6059,chalcedony,carnelian,297,TRUE
6060,chalcedony,chrysoprase,297,TRUE
6061,chalcedony,onyx,297,TRUE
6062,onyx,sardonyx,297,TRUE
6063,chalcedony,plasma,297,TRUE
6064,chalcedony,sard,297,TRUE
6065,quartz,citrine,297,TRUE
6066,quartz,quartz_crystal,297,TRUE
6067,quartz,rock_crystal,297,TRUE
6068,rock_crystal,rhinestone,297,TRUE
6069,quartz,rose_quartz,297,TRUE
6070,quartz,sunstone,297,TRUE
6071,sunstone,goldstone,297,TRUE
6072,quartz,topaz,297,TRUE
6073,bubble,air_bubble,298,TRUE
6074,bubble,foam,298,TRUE
6075,foam,head,298,TRUE
6076,foam,lather,298,TRUE
6077,foam,shaving_foam,298,TRUE
6078,foam,soapsuds,298,TRUE
6079,soapsuds,shaving_cream,298,TRUE
6080,foam,spume,298,TRUE
6081,foam,white_water,298,TRUE
6082,bubble,soap_bubble,298,TRUE
6083,packing_material,cardboard,299,TRUE
6084,cardboard,binder's_board,299,TRUE
6085,cardboard,card,299,TRUE
6086,card,timecard,299,TRUE
6087,cardboard,corrugated_board,299,TRUE
6088,cardboard,paperboard,299,TRUE
6089,cardboard,pasteboard,299,TRUE
6090,pasteboard,millboard,299,TRUE
6091,cardboard,strawboard,299,TRUE
6092,packing_material,excelsior,299,TRUE
6093,atom,carbon_atom,300,TRUE
6094,atom,free_radical,300,TRUE
6095,atom,hydrogen_atom,300,TRUE
6096,hydrogen_atom,acidic_hydrogen,300,TRUE
6097,hydrogen_atom,deuterium,300,TRUE
6098,atom,isotope,300,TRUE
6099,isotope,deuterium,300,TRUE
6100,isotope,radioisotope,300,TRUE
6101,radioisotope,iodine-125,300,TRUE
6102,radioisotope,iodine-131,300,TRUE
6103,radioisotope,label,300,TRUE
6104,radioisotope,tracer,300,TRUE
6105,atom,monad,300,TRUE
6106,liveliness,airiness,301,TRUE
6107,liveliness,alacrity,301,TRUE
6108,liveliness,breeziness,301,TRUE
6109,liveliness,elan,301,TRUE
6110,liveliness,energy,301,TRUE
6111,energy,vitality,301,TRUE
6112,vitality,sparkle,301,TRUE
6113,liveliness,esprit,301,TRUE
6114,liveliness,exuberance,301,TRUE
6115,exuberance,lyricism,301,TRUE
6116,exuberance,madness,301,TRUE
6117,liveliness,high-spiritedness,301,TRUE
6118,high-spiritedness,mettlesomeness,301,TRUE
6119,high-spiritedness,vivacity,301,TRUE
6120,liveliness,irrepressibility,301,TRUE
6121,liveliness,pep,301,TRUE
6122,liveliness,pertness,301,TRUE
6123,ability,adaptability,302,TRUE
6124,adaptability,flexibility,302,TRUE
6125,flexibility,wiggle_room,302,TRUE
6126,adaptability,pliability,302,TRUE
6127,ability,capability,302,TRUE
6128,capability,associability,302,TRUE
6129,capability,capacity,302,TRUE
6130,capability,defensibility,302,TRUE
6131,capability,executability,302,TRUE
6132,capability,military_capability,302,TRUE
6133,military_capability,firepower,302,TRUE
6134,military_capability,sea_power,302,TRUE
6135,capability,operating_capability,302,TRUE
6136,operating_capability,envelope,302,TRUE
6137,capability,overkill,302,TRUE
6138,ability,competence,302,TRUE
6139,competence,fitness,302,TRUE
6140,competence,linguistic_competence,302,TRUE
6141,competence,proficiency,302,TRUE
6142,ability,contractility,302,TRUE
6143,contractility,astringency,302,TRUE
6144,ability,form,302,TRUE
6145,ability,immunocompetence,302,TRUE
6146,ability,interoperability,302,TRUE
6147,ability,magical_ability,302,TRUE
6148,magical_ability,lycanthropy,302,TRUE
6149,ability,Midas_touch,302,TRUE
6150,ability,penetration,302,TRUE
6151,ability,physical_ability,302,TRUE
6152,physical_ability,voice,302,TRUE
6153,voice,lung-power,302,TRUE
6154,ability,sensitivity,302,TRUE
6155,sensitivity,antenna,302,TRUE
6156,sensitivity,defensiveness,302,TRUE
6157,defensiveness,bunker_mentality,302,TRUE
6158,sensitivity,perceptiveness,302,TRUE
6159,ability,totipotency,302,TRUE
6160,kindness,benevolence,303,TRUE
6161,benevolence,charity,303,TRUE
6162,kindness,consideration,303,TRUE
6163,consideration,attentiveness,303,TRUE
6164,consideration,tact,303,TRUE
6165,tact,delicacy,303,TRUE
6166,tact,savoir-faire,303,TRUE
6167,kindness,generosity,303,TRUE
6168,generosity,bigheartedness,303,TRUE
6169,generosity,bounty,303,TRUE
6170,generosity,charitableness,303,TRUE
6171,generosity,liberality,303,TRUE
6172,liberality,munificence,303,TRUE
6173,generosity,unselfishness,303,TRUE
6174,unselfishness,altruism,303,TRUE
6175,kindness,loving-kindness,303,TRUE
6176,beauty,attractiveness,304,TRUE
6177,attractiveness,adorability,304,TRUE
6178,attractiveness,appeal,304,TRUE
6179,appeal,siren_call,304,TRUE
6180,appeal,winsomeness,304,TRUE
6181,attractiveness,bewitchery,304,TRUE
6182,attractiveness,charisma,304,TRUE
6183,attractiveness,sex_appeal,304,TRUE
6184,sex_appeal,sultriness,304,TRUE
6185,attractiveness,spiff,304,TRUE
6186,beauty,comeliness,304,TRUE
6187,beauty,exquisiteness,304,TRUE
6188,beauty,glamor,304,TRUE
6189,beauty,glory,304,TRUE
6190,beauty,handsomeness,304,TRUE
6191,beauty,picturesqueness,304,TRUE
6192,beauty,pleasingness,304,TRUE
6193,beauty,prettiness,304,TRUE
6194,beauty,pulchritude,304,TRUE
6195,pulchritude,curvaceousness,304,TRUE
6196,beauty,raw_beauty,304,TRUE
6197,manner,artistic_style,305,TRUE
6198,artistic_style,baroque,305,TRUE
6199,artistic_style,classical_style,305,TRUE
6200,artistic_style,classicism,305,TRUE
6201,artistic_style,High_Renaissance,305,TRUE
6202,artistic_style,neoclassicism,305,TRUE
6203,artistic_style,order,305,TRUE
6204,order,Composite_order,305,TRUE
6205,order,Corinthian_order,305,TRUE
6206,order,Doric_order,305,TRUE
6207,order,Ionic_order,305,TRUE
6208,order,Tuscan_order,305,TRUE
6209,artistic_style,rococo,305,TRUE
6210,artistic_style,Romanticism,305,TRUE
6211,artistic_style,treatment,305,TRUE
6212,manner,drape,305,TRUE
6213,manner,fit,305,TRUE
6214,fit,hang,305,TRUE
6215,manner,form,305,TRUE
6216,manner,life_style,305,TRUE
6217,life_style,fast_lane,305,TRUE
6218,life_style,free_living,305,TRUE
6219,life_style,vanity_fair,305,TRUE
6220,manner,response,305,TRUE
6221,manner,setup,305,TRUE
6222,manner,touch,305,TRUE
6223,touch,common_touch,305,TRUE
6224,manner,wise,305,TRUE
6225,similarity,analogue,306,TRUE
6226,analogue,echo,306,TRUE
6227,similarity,approach,306,TRUE
6228,similarity,approximation,306,TRUE
6229,similarity,homogeny,306,TRUE
6230,similarity,homology,306,TRUE
6231,similarity,homomorphism,306,TRUE
6232,similarity,isomorphism,306,TRUE
6233,similarity,likeness,306,TRUE
6234,likeness,comparison,306,TRUE
6235,likeness,mirror_image,306,TRUE
6236,likeness,naturalness,306,TRUE
6237,likeness,resemblance,306,TRUE
6238,resemblance,affinity,306,TRUE
6239,resemblance,mutual_resemblance,306,TRUE
6240,likeness,spitting_image,306,TRUE
6241,similarity,parallelism,306,TRUE
6242,similarity,sort,306,TRUE
6243,similarity,uniformity,306,TRUE
6244,uniformity,consistency,306,TRUE
6245,uniformity,homogeneity,306,TRUE
6246,certainty,cert,307,TRUE
6247,certainty,indisputability,307,TRUE
6248,indisputability,demonstrability,307,TRUE
6249,indisputability,givenness,307,TRUE
6250,indisputability,incontrovertibility,307,TRUE
6251,certainty,ineluctability,307,TRUE
6252,certainty,inevitability,307,TRUE
6253,certainty,moral_certainty,307,TRUE
6254,certainty,predictability,307,TRUE
6255,predictability,determinateness,307,TRUE
6256,determinateness,finality,307,TRUE
6257,certainty,slam_dunk,307,TRUE
6258,certainty,surety,307,TRUE
6259,irregularity,fitfulness,308,TRUE
6260,fitfulness,spasticity,308,TRUE
6261,irregularity,fluctuation,308,TRUE
6262,fluctuation,scintillation,308,TRUE
6263,irregularity,inhomogeneity,308,TRUE
6264,irregularity,intermittence,308,TRUE
6265,irregularity,randomness,308,TRUE
6266,randomness,ergodicity,308,TRUE
6267,irregularity,unevenness,308,TRUE
6268,unevenness,jaggedness,308,TRUE
6269,unevenness,patchiness,308,TRUE
6270,unevenness,rockiness,308,TRUE
6271,unevenness,ruggedness,308,TRUE
6272,ruggedness,hilliness,308,TRUE
6273,unevenness,waviness,308,TRUE
6274,irregularity,unsteadiness,308,TRUE
6275,unsteadiness,instability,308,TRUE
6276,instability,shakiness,308,TRUE
6277,immobility,immotility,309,TRUE
6278,immobility,immovability,309,TRUE
6279,immovability,fastness,309,TRUE
6280,fastness,lodgment,309,TRUE
6281,immovability,steadiness,309,TRUE
6282,steadiness,granite,309,TRUE
6283,steadiness,stability,309,TRUE
6284,steadiness,sureness,309,TRUE
6285,immovability,tightness,309,TRUE
6286,immobility,inertness,309,TRUE
6287,unpleasantness,awfulness,310,TRUE
6288,awfulness,frightfulness,310,TRUE
6289,frightfulness,ghastliness,310,TRUE
6290,unpleasantness,harshness,310,TRUE
6291,harshness,gruffness,310,TRUE
6292,unpleasantness,nastiness,310,TRUE
6293,nastiness,beastliness,310,TRUE
6294,unpleasantness,offensiveness,310,TRUE
6295,offensiveness,blatancy,310,TRUE
6296,offensiveness,hatefulness,310,TRUE
6297,offensiveness,loathsomeness,310,TRUE
6298,incomprehensibility,illegibility,311,TRUE
6299,incomprehensibility,impenetrability,311,TRUE
6300,incomprehensibility,inscrutability,311,TRUE
6301,incomprehensibility,noise,311,TRUE
6302,incomprehensibility,obscureness,311,TRUE
6303,incomprehensibility,opacity,311,TRUE
6304,incomprehensibility,unclearness,311,TRUE
6305,unclearness,ambiguity,311,TRUE
6306,ambiguity,equivocation,311,TRUE
6307,ambiguity,polysemy,311,TRUE
6308,ambiguity,twilight_zone,311,TRUE
6309,unclearness,elusiveness,311,TRUE
6310,unclearness,inexplicitness,311,TRUE
6311,inexplicitness,implicitness,311,TRUE
6312,unclearness,vagueness,311,TRUE
6313,vagueness,haziness,311,TRUE
6314,incomprehensibility,unintelligibility,311,TRUE
6315,evil,error,312,TRUE
6316,evil,frailty,312,TRUE
6317,evil,maleficence,312,TRUE
6318,evil,malevolence,312,TRUE
6319,malevolence,beastliness,312,TRUE
6320,malevolence,cattiness,312,TRUE
6321,malevolence,cruelty,312,TRUE
6322,cruelty,ferociousness,312,TRUE
6323,cruelty,murderousness,312,TRUE
6324,evil,malignity,312,TRUE
6325,evil,nefariousness,312,TRUE
6326,nefariousness,enormity,312,TRUE
6327,nefariousness,filthiness,312,TRUE
6328,evil,perversity,312,TRUE
6329,evil,reprehensibility,312,TRUE
6330,evil,villainy,312,TRUE
6331,evil,worst,312,TRUE
6332,natural_virtue,fortitude,313,TRUE
6333,fortitude,backbone,313,TRUE
6334,natural_virtue,justice,313,TRUE
6335,justice,fairness,313,TRUE
6336,fairness,non-discrimination,313,TRUE
6337,fairness,sportsmanship,313,TRUE
6338,justice,right,313,TRUE
6339,natural_virtue,prudence,313,TRUE
6340,prudence,frugality,313,TRUE
6341,frugality,economy,313,TRUE
6342,frugality,parsimony,313,TRUE
6343,prudence,providence,313,TRUE
6344,providence,foresight,313,TRUE
6345,natural_virtue,temperance,313,TRUE
6346,temperance,abstemiousness,313,TRUE
6347,temperance,sobriety,313,TRUE
6348,insensitivity,crassness,314,TRUE
6349,insensitivity,tin_ear,314,TRUE
6350,insensitivity,unfeelingness,314,TRUE
6351,unfeelingness,dullness,314,TRUE
6352,insensitivity,unkindness,314,TRUE
6353,unkindness,inconsideration,314,TRUE
6354,inconsideration,bluntness,314,TRUE
6355,inconsideration,tactlessness,314,TRUE
6356,unkindness,unhelpfulness,314,TRUE
6357,insensitivity,unperceptiveness,314,TRUE
6358,courage,dauntlessness,315,TRUE
6359,courage,Dutch_courage,315,TRUE
6360,courage,fearlessness,315,TRUE
6361,fearlessness,boldness,315,TRUE
6362,boldness,adventurousness,315,TRUE
6363,boldness,audacity,315,TRUE
6364,boldness,daredevilry,315,TRUE
6365,boldness,shamelessness,315,TRUE
6366,fearlessness,coolness,315,TRUE
6367,fearlessness,gutsiness,315,TRUE
6368,courage,fortitude,315,TRUE
6369,fortitude,backbone,315,TRUE
6370,courage,heart,315,TRUE
6371,courage,heroism,315,TRUE
6372,courage,stoutheartedness,315,TRUE
6373,honesty,candor,316,TRUE
6374,candor,ingenuousness,316,TRUE
6375,ingenuousness,artlessness,316,TRUE
6376,honesty,good_faith,316,TRUE
6377,honesty,incorruptibility,316,TRUE
6378,honesty,incorruptness,316,TRUE
6379,honesty,integrity,316,TRUE
6380,integrity,probity,316,TRUE
6381,honesty,scrupulousness,316,TRUE
6382,honesty,truthfulness,316,TRUE
6383,truthfulness,sincerity,316,TRUE
6384,sincerity,heartiness,316,TRUE
6385,sincerity,singleness,316,TRUE
6386,truthfulness,sooth,316,TRUE
6387,truthfulness,veracity,316,TRUE
6388,impropriety,inappropriateness,317,TRUE
6389,impropriety,incorrectness,317,TRUE
6390,incorrectness,political_incorrectness,317,TRUE
6391,impropriety,indecency,317,TRUE
6392,indecency,immodesty,317,TRUE
6393,indecency,obscenity,317,TRUE
6394,obscenity,smuttiness,317,TRUE
6395,indecency,outrageousness,317,TRUE
6396,impropriety,indecorum,317,TRUE
6397,indecorum,unbecomingness,317,TRUE
6398,indecorum,unseemliness,317,TRUE
6399,impropriety,indelicacy,317,TRUE
6400,indelicacy,gaminess,317,TRUE
6401,brightness,dazzle,318,TRUE
6402,brightness,flash,318,TRUE
6403,brightness,glare,318,TRUE
6404,brightness,glint,318,TRUE
6405,brightness,glitter,318,TRUE
6406,brightness,luster,318,TRUE
6407,brightness,opalescence,318,TRUE
6408,brightness,radiance,318,TRUE
6409,radiance,gleam,318,TRUE
6410,radiance,polish,318,TRUE
6411,polish,French_polish,318,TRUE
6412,polish,glaze,318,TRUE
6413,radiance,shininess,318,TRUE
6414,timbre,color,319,TRUE
6415,timbre,harmonic,319,TRUE
6416,timbre,nasality,319,TRUE
6417,nasality,twang,319,TRUE
6418,timbre,plangency,319,TRUE
6419,timbre,register,319,TRUE
6420,register,chest_register,319,TRUE
6421,register,head_register,319,TRUE
6422,head_register,falsetto,319,TRUE
6423,timbre,resonance,319,TRUE
6424,timbre,shrillness,319,TRUE
6425,fatness,abdominousness,320,TRUE
6426,fatness,adiposity,320,TRUE
6427,fatness,fleshiness,320,TRUE
6428,fleshiness,corpulence,320,TRUE
6429,fleshiness,exogenous_obesity,320,TRUE
6430,fleshiness,plumpness,320,TRUE
6431,plumpness,buxomness,320,TRUE
6432,plumpness,chubbiness,320,TRUE
6433,fatness,greasiness,320,TRUE
6434,fatness,steatopygia,320,TRUE
6435,physiological_property,animateness,321,TRUE
6436,animateness,animation,321,TRUE
6437,animateness,sentience,321,TRUE
6438,physiological_property,asexuality,321,TRUE
6439,physiological_property,inanimateness,321,TRUE
6440,inanimateness,deadness,321,TRUE
6441,inanimateness,insentience,321,TRUE
6442,physiological_property,sex,321,TRUE
6443,sex,androgyny,321,TRUE
6444,sex,femaleness,321,TRUE
6445,sex,maleness,321,TRUE
6446,maleness,virility,321,TRUE
6447,feature,aspect,322,TRUE
6448,aspect,sector,322,TRUE
6449,sector,department,322,TRUE
6450,aspect,side,322,TRUE
6451,side,downside,322,TRUE
6452,side,hand,322,TRUE
6453,aspect,surface,322,TRUE
6454,feature,attraction,322,TRUE
6455,attraction,attention,322,TRUE
6456,attention,foil,322,TRUE
6457,attraction,tourist_attraction,322,TRUE
6458,feature,badge,322,TRUE
6459,feature,centerpiece,322,TRUE
6460,feature,contour,322,TRUE
6461,feature,excellence,322,TRUE
6462,feature,external,322,TRUE
6463,feature,invariant,322,TRUE
6464,feature,peculiarity,322,TRUE
6465,peculiarity,calling_card,322,TRUE
6466,feature,safety_feature,322,TRUE
6467,feature,sex_characteristic,322,TRUE
6468,sex_characteristic,primary_sex_characteristic,322,TRUE
6469,sex_characteristic,secondary_sex_characteristic,322,TRUE
6470,sex_characteristic,virilism,322,TRUE
6471,temperature,absolute_temperature,323,TRUE
6472,temperature,absolute_zero,323,TRUE
6473,temperature,body_temperature,323,TRUE
6474,body_temperature,basal_body_temperature,323,TRUE
6475,temperature,boiling_point,323,TRUE
6476,temperature,coldness,323,TRUE
6477,coldness,chill,323,TRUE
6478,coldness,chilliness,323,TRUE
6479,coldness,cool,323,TRUE
6480,coldness,frostiness,323,TRUE
6481,temperature,Curie_temperature,323,TRUE
6482,temperature,dew_point,323,TRUE
6483,temperature,flash_point,323,TRUE
6484,temperature,freezing_point,323,TRUE
6485,temperature,hotness,323,TRUE
6486,hotness,calefaction,323,TRUE
6487,hotness,fieriness,323,TRUE
6488,hotness,torridity,323,TRUE
6489,hotness,warmth,323,TRUE
6490,warmth,lukewarmness,323,TRUE
6491,hotness,white_heat,323,TRUE
6492,temperature,mercury,323,TRUE
6493,temperature,room_temperature,323,TRUE
6494,temperature,simmer,323,TRUE
6495,strength,brawn,324,TRUE
6496,strength,endurance,324,TRUE
6497,endurance,long-sufferance,324,TRUE
6498,endurance,stamina,324,TRUE
6499,stamina,legs,324,TRUE
6500,endurance,sufferance,324,TRUE
6501,endurance,tolerance,324,TRUE
6502,tolerance,capacity,324,TRUE
6503,strength,firmness,324,TRUE
6504,strength,good_part,324,TRUE
6505,strength,huskiness,324,TRUE
6506,strength,indomitability,324,TRUE
6507,strength,invulnerability,324,TRUE
6508,invulnerability,immunity,324,TRUE
6509,strength,might,324,TRUE
6510,strength,robustness,324,TRUE
6511,strength,stoutness,324,TRUE
6512,strength,sturdiness,324,TRUE
6513,strength,vigor,324,TRUE
6514,duration,brevity,325,TRUE
6515,duration,endlessness,325,TRUE
6516,endlessness,continuousness,325,TRUE
6517,duration,impermanence,325,TRUE
6518,impermanence,mortality,325,TRUE
6519,impermanence,temporariness,325,TRUE
6520,impermanence,transience,325,TRUE
6521,transience,ephemerality,325,TRUE
6522,transience,fugacity,325,TRUE
6523,duration,lengthiness,325,TRUE
6524,lengthiness,fermata,325,TRUE
6525,duration,longness,325,TRUE
6526,longness,longevity,325,TRUE
6527,duration,permanence,325,TRUE
6528,permanence,immortality,325,TRUE
6529,permanence,imperishability,325,TRUE
6530,permanence,lastingness,325,TRUE
6531,lastingness,changelessness,325,TRUE
6532,lastingness,continuity,325,TRUE
6533,lastingness,everlastingness,325,TRUE
6534,lastingness,indestructibility,325,TRUE
6535,lastingness,tensile_strength,325,TRUE
6536,permanence,perdurability,325,TRUE
6537,permanence,perpetuity,325,TRUE
6538,duration,shortness,325,TRUE
6539,shortness,briefness,325,TRUE
6540,shortness,curtailment,325,TRUE
6541,intensity,badness,326,TRUE
6542,badness,foulness,326,TRUE
6543,badness,seriousness,326,TRUE
6544,intensity,ferocity,326,TRUE
6545,ferocity,savageness,326,TRUE
6546,intensity,force,326,TRUE
6547,force,brunt,326,TRUE
6548,force,energy,326,TRUE
6549,energy,athleticism,326,TRUE
6550,force,momentum,326,TRUE
6551,intensity,top,326,TRUE
6552,intensity,vehemence,326,TRUE
6553,vehemence,overemphasis,326,TRUE
6554,pace,beat,327,TRUE
6555,pace,celerity,327,TRUE
6556,celerity,dispatch,327,TRUE
6557,celerity,fleetness,327,TRUE
6558,celerity,immediacy,327,TRUE
6559,celerity,promptness,327,TRUE
6560,pace,slowness,327,TRUE
6561,slowness,dilatoriness,327,TRUE
6562,slowness,leisureliness,327,TRUE
6563,pace,sluggishness,327,TRUE
6564,pace,speed,327,TRUE
6565,speed,execution_speed,327,TRUE
6566,speed,graduality,327,TRUE
6567,speed,haste,327,TRUE
6568,haste,abruptness,327,TRUE
6569,pressure,blood_pressure,328,TRUE
6570,blood_pressure,arterial_pressure,328,TRUE
6571,blood_pressure,diastolic_pressure,328,TRUE
6572,blood_pressure,systolic_pressure,328,TRUE
6573,blood_pressure,venous_pressure,328,TRUE
6574,pressure,gas_pressure,328,TRUE
6575,gas_pressure,atmospheric_pressure,328,TRUE
6576,atmospheric_pressure,barometric_pressure,328,TRUE
6577,atmospheric_pressure,compartment_pressure,328,TRUE
6578,atmospheric_pressure,overpressure,328,TRUE
6579,atmospheric_pressure,sea-level_pressure,328,TRUE
6580,pressure,head,328,TRUE
6581,pressure,hydrostatic_head,328,TRUE
6582,pressure,intraocular_pressure,328,TRUE
6583,pressure,oil_pressure,328,TRUE
6584,pressure,osmotic_pressure,328,TRUE
6585,osmotic_pressure,hypertonicity,328,TRUE
6586,osmotic_pressure,hypotonicity,328,TRUE
6587,pressure,radiation_pressure,328,TRUE
6588,radiation_pressure,acoustic_radiation_pressure,328,TRUE
6589,pressure,sound_pressure,328,TRUE
6590,pressure,suction,328,TRUE
6591,pressure,vapor_pressure,328,TRUE
6592,importance,account,329,TRUE
6593,importance,big_deal,329,TRUE
6594,importance,essentiality,329,TRUE
6595,essentiality,indispensability,329,TRUE
6596,essentiality,vitalness,329,TRUE
6597,importance,greatness,329,TRUE
6598,importance,magnitude,329,TRUE
6599,magnitude,largeness,329,TRUE
6600,importance,momentousness,329,TRUE
6601,importance,prominence,329,TRUE
6602,importance,significance,329,TRUE
6603,significance,consequence,329,TRUE
6604,consequence,hell_to_pay,329,TRUE
6605,consequence,matter,329,TRUE
6606,significance,historicalness,329,TRUE
6607,significance,meaningfulness,329,TRUE
6608,meaningfulness,purposefulness,329,TRUE
6609,importance,urgency,329,TRUE
6610,urgency,edge,329,TRUE
6611,urgency,imperativeness,329,TRUE
6612,importance,weight,329,TRUE
6613,quantity,abundance,330,TRUE
6614,abundance,amplitude,330,TRUE
6615,abundance,luxuriance,330,TRUE
6616,abundance,overabundance,330,TRUE
6617,overabundance,bellyful,330,TRUE
6618,overabundance,excess,330,TRUE
6619,overabundance,glut,330,TRUE
6620,abundance,plenty,330,TRUE
6621,abundance,profusion,330,TRUE
6622,profusion,greenness,330,TRUE
6623,profusion,overgrowth,330,TRUE
6624,profusion,wilderness,330,TRUE
6625,abundance,wealth,330,TRUE
6626,advantage,expedience,331,TRUE
6627,advantage,favor,331,TRUE
6628,advantage,favorableness,331,TRUE
6629,favorableness,auspiciousness,331,TRUE
6630,advantage,good,331,TRUE
6631,good,common_good,331,TRUE
6632,advantage,handicap,331,TRUE
6633,handicap,penalty,331,TRUE
6634,penalty,game_misconduct,331,TRUE
6635,handicap,scratch,331,TRUE
6636,advantage,homecourt_advantage,331,TRUE
6637,advantage,lead,331,TRUE
6638,advantage,leverage,331,TRUE
6639,leverage,bargaining_chip,331,TRUE
6640,advantage,preference,331,TRUE
6641,advantage,privilege,331,TRUE
6642,advantage,profit,331,TRUE
6643,profit,account,331,TRUE
6644,profit,profitableness,331,TRUE
6645,advantage,pull,331,TRUE
6646,advantage,start,331,TRUE
6647,advantage,superiority,331,TRUE
6648,superiority,edge,331,TRUE
6649,superiority,inside_track,331,TRUE
6650,superiority,upper_hand,331,TRUE
6651,advantage,tax_advantage,331,TRUE
6652,liability,disadvantage,332,TRUE
6653,disadvantage,awkwardness,332,TRUE
6654,disadvantage,defect,332,TRUE
6655,disadvantage,drawback,332,TRUE
6656,drawback,catch,332,TRUE
6657,disadvantage,inexpedience,332,TRUE
6658,disadvantage,inferiority,332,TRUE
6659,disadvantage,limitation,332,TRUE
6660,disadvantage,loss,332,TRUE
6661,disadvantage,penalty,332,TRUE
6662,disadvantage,unfavorableness,332,TRUE
6663,unfavorableness,inauspiciousness,332,TRUE
6664,disadvantage,unprofitableness,332,TRUE
6665,liability,weak_point,332,TRUE
6666,legal_right,compulsory_process,333,TRUE
6667,legal_right,conjugal_right,333,TRUE
6668,legal_right,conjugal_visitation_right,333,TRUE
6669,legal_right,copyright,333,TRUE
6670,legal_right,eminent_domain,333,TRUE
6671,legal_right,franchise,333,TRUE
6672,franchise,right_to_vote,333,TRUE
6673,right_to_vote,universal_suffrage,333,TRUE
6674,legal_right,patent_right,333,TRUE
6675,legal_right,preemption,333,TRUE
6676,legal_right,right_of_election,333,TRUE
6677,legal_right,right_of_entry,333,TRUE
6678,legal_right,right_of_offset,333,TRUE
6679,legal_right,right_of_privacy,333,TRUE
6680,legal_right,right_of_re-entry,333,TRUE
6681,legal_right,seat,333,TRUE
6682,legal_right,tenure,333,TRUE
6683,tenure,copyhold,333,TRUE
6684,tenure,freehold,333,TRUE
6685,tenure,villeinage,333,TRUE
6686,legal_right,title,333,TRUE
6687,title,entitlement,333,TRUE
6688,title,own_right,333,TRUE
6689,legal_right,use,333,TRUE
6690,use,fair_use,333,TRUE
6691,use,fruition,333,TRUE
6692,legal_right,usufruct,333,TRUE
6693,legal_right,visitation_right,333,TRUE
6694,body,human_body,334,TRUE
6695,human_body,adult_body,334,TRUE
6696,adult_body,adult_female_body,334,TRUE
6697,adult_body,adult_male_body,334,TRUE
6698,human_body,female_body,334,TRUE
6699,female_body,adult_female_body,334,TRUE
6700,human_body,juvenile_body,334,TRUE
6701,juvenile_body,child's_body,334,TRUE
6702,human_body,male_body,334,TRUE
6703,male_body,adult_male_body,334,TRUE
6704,human_body,person,334,TRUE
6705,body,life_form,334,TRUE
6706,body,live_body,334,TRUE
6707,live_body,system,334,TRUE
6708,fiber_bundle,fornix,335,TRUE
6709,fiber_bundle,nerve,335,TRUE
6710,nerve,cranial_nerve,335,TRUE
6711,cranial_nerve,abducent,335,TRUE
6712,cranial_nerve,accessory_nerve,335,TRUE
6713,cranial_nerve,acoustic_nerve,335,TRUE
6714,cranial_nerve,facial,335,TRUE
6715,cranial_nerve,glossopharyngeal_nerve,335,TRUE
6716,cranial_nerve,hypoglossal,335,TRUE
6717,cranial_nerve,oculomotor,335,TRUE
6718,cranial_nerve,olfactory_nerve,335,TRUE
