,concept_id,concept_name,child_id,child_name,group_code
766,10003212,Database administration,10003216,Autonomous database administration,10002951
526,10010575,Dependable and fault-tolerant systems and networks,10010578,Availability,10010520
1413,10010131,Program semantics,10010135,Axiomatic semantics,10003752
1347,10011254,Algorithm design techniques,10011255,Backtracking,10003752
2019,10011111,Software post-development issues,10011112,Backup procedures,10011007
2924,10010333,Ensemble methods,10010334,Bagging,10010147
1497,10010282,Learning settings,10010283,Batch learning,10010147
1831,10010663,Energy generation and storage,10010664,Batteries,10010583
1367,10010071,Machine learning theory,10010077,Bayesian analysis,10003752
674,10003662,Probabilistic inference problems,10003664,Bayesian computation,10002950
2899,10010300,Learning in probabilistic graphical models,10010306,Bayesian network models,10010147
665,10003649,Probabilistic representations,10003650,Bayesian networks,10002950
2057,10003657,Nonparametric representations,10003661,Bayesian nonparametric models,10002950
1761,10003247,Signal processing systems,10003249,Beamforming,10010583
1870,10010712,Methodologies for EDA,10010713,Best practices for EDA,10010583
1919,10010792,Biology-related information processing,10010794,Bio-embedded electronics,10010583
87,10011122,Document types,10002948,Biographies,10002944
466,10010444,Life and medical sciences,10010450,Bioinformatics,10010405
1517,10010293,Machine learning approaches,10011809,Bio-inspired approaches,10010147
1632,10010087,Computational biology,10010091,Biological networks,10010405
597,10010786,Emerging technologies,10010792,Biology-related information processing,10010583
795,10003161,Record storage systems,10003164,Block / page strategies,10002951
932,10002982,Symmetric cryptography and hash functions,10011598,Block and stream ciphers,10002978
1335,10010055,"Streaming, sublinear and near linear time algorithms",10010056,Bloom filters and hashing,10003752
584,10010737,Hardware test,10010739,Board- and system-level test,10010583
1435,10010149,Symbolic and algebraic algorithms,10010160,Boolean algebra algorithms,10010147
1363,10010071,Machine learning theory,10010073,Boolean function learning,10003752
2074,10003684,Resampling methods,10003685,Bootstrapping,10002950
1348,10011254,Algorithm design techniques,10011256,Branch-and-bound,10003752
1006,10003059,Intermediate nodes,10003061,Bridges and switches,10003033
1230,10003561,Network access control,10003560,Broadband access,10003456
190,10003006,Systems security,10003011,Browser security,10002978
868,10003300,Web interfaces,10003302,Browsers,10002951
2209,10003163,Directory structures,10003415,B-trees,10002951
3667,10010965,Communications management,10010966,Buffering,10011007
1885,10010733,Post-manufacture validation and debug,10010734,"Bug detection, localization and diagnosis",10010583
1886,10010733,Post-manufacture validation and debug,10010735,Bug fixing (hardware),10010583
1891,10010744,Design for testability,10010741,Built-in self-test,10010583
2436,10011643,Network topology types,10011645,Bus networks,10003033
536,10010588,"Communication hardware, interfaces and storage",10010590,Buses and high-speed links,10010583
436,10010406,Enterprise computing,10010412,Business process management,10010405
1598,10010412,Business process management,10010414,Business process management systems,10010405
1597,10010412,Business process management,10010413,Business process modeling,10010405
1599,10010412,Business process management,10010415,Business process monitoring,10010405
440,10010406,Enterprise computing,10010423,Business rules,10010405
445,10010406,Enterprise computing,10010428,Business-IT alignment,10010405
1330,10010047,Online algorithms,10010049,Caching and paging algorithms,10003752
763,10003197,Query languages,10010826,Call level interfaces,10002951
2839,10010226,Image and video acquisition,10010234,Camera calibration,10010147
2904,10010309,Factorization methods,10010313,Canonical correlation analysis,10010147
3340,10011082,Software development methods,10011084,Capability Maturity Model,10011007
1922,10010799,Circuit substrates,10010801,Carbon based electronics,10010583
489,10010476,Computers in other domains,10010479,Cartography,10010405
1415,10010131,Program semantics,10010137,Categorical semantics,10003752
670,10003649,Probabilistic representations,10003655,Causal networks,10002950
1461,10010187,Knowledge representation and reasoning,10010192,Causal reasoning and diagnostics,10010147
1328,10010031,Data structures design and analysis,10010035,Cell probe models and lower bounds,10003752
1716,10010528,Parallel architectures,10010532,Cellular architectures,10010520
1923,10010799,Circuit substrates,10010802,Cellular neural networks,10010583
309,10003462,Computing / technology policy,10003480,Censorship,10003456
2544,10003507,System management,10003508,Centralization / decentralization,10003456
2294,10003286,Internet communications tools,10003290,Chat,10002951
3268,10011005,Software fault tolerance,10011101,Checkpoint / restart,10011007
2372,10003381,Structure and multilingual text search,10003384,Chemical and biochemical retrieval,10002951
453,10010432,Physical sciences and engineering,10010436,Chemistry,10010405
1254,10010930,Age,10010931,Children,10003456
1843,10010674,Power estimation and optimization,10011722,Chip-level power issues,10010583
341,10003777,Computational complexity and cryptography,10003781,Circuit complexity,10003752
1909,10010762,Hardware reliability,10010764,Circuit hardening,10010583
1852,10010690,Logic synthesis,10010692,Circuit optimization,10010583
598,10010786,Emerging technologies,10010799,Circuit substrates,10010583
1842,10010674,Power estimation and optimization,10011721,Circuits power issues,10010583
1151,10003146,Visualization techniques,10010894,Cladograms,10003120
3288,10011024,Language features,10011029,Classes and objects,10011007
1504,10010293,Machine learning approaches,10003660,Classification and regression trees,10010147
1803,10010634,Analog and mixed-signal circuits,10010636,Clock generation and timing,10010583
1857,10010697,Physical design (EDA),10010698,Clock-network synthesis,10010583
803,10003517,Storage architectures,10003176,Cloud based storage,10002951
843,10003351,Data mining,10003444,Clustering,10002951
910,10003347,Retrieval tasks and goals,10003356,Clustering and classification,10002951
1196,10003580,Computing profession,10003543,Codes of ethics,10003456
115,10003712,Information theory,10003713,Coding theory,10002950
1011,10003065,"Wireless access points, base stations and infrastructure",10011642,Cognitive radios,10003033
1463,10010187,Knowledge representation and reasoning,10010194,Cognitive robotics,10010147
1483,10010216,Philosophical/theoretical foundations of artificial intelligence,10010217,Cognitive science,10010147
625,10011074,Software creation and management,10011134,Collaboration in software development,10011007
33,10003120,Human-centered computing,10003130,Collaborative and social computing,10003120
281,10003130,Collaborative and social computing,10003134,Collaborative and social computing design and evaluation methods,10003120
284,10003130,Collaborative and social computing,10011764,Collaborative and social computing devices,10003120
280,10003130,Collaborative and social computing,10003131,"Collaborative and social computing theory, concepts and paradigms",10003120
1110,10003131,"Collaborative and social computing theory, concepts and paradigms",10003235,Collaborative content creation,10003120
1082,10003124,Interaction paradigms,10011751,Collaborative interaction,10003120
503,10010489,Education,10010492,Collaborative learning,10010405
893,10003331,Users and interactive retrieval,10003337,Collaborative search,10002951
1555,10010352,Animation,10010381,Collision detection,10010147
2221,10003434,Relational storage,10003437,Column based storage,10002951
899,10003338,Retrieval models and ranking,10003344,"Combination, fusion and federated search",10002951
1791,10010615,Logic circuits,10010618,Combinational circuits,10010583
1851,10010690,Logic synthesis,10010691,Combinational synthesis,10010583
648,10003625,Combinatorics,10003630,Combinatorial optimization,10002950
644,10003625,Combinatorics,10003626,Combinatoric problems,10002950
101,10003624,Discrete mathematics,10003625,Combinatorics,10002950
649,10003625,Combinatorics,10003631,Combinatorics on words,10002950
1678,10010482,Industry and manufacturing,10010486,Command and control,10010405
1978,10011050,Context specific languages,10011054,Command and control languages,10011007
1077,10003124,Interaction paradigms,10010862,Command line interfaces,10003120
311,10003462,Computing / technology policy,10003544,Commerce policy,10003456
340,10003777,Computational complexity and cryptography,10003780,Communication complexity,10003752
72,10010583,Hardware,10010588,"Communication hardware, interfaces and storage",10010583
3226,10010949,Operating systems,10010965,Communications management,10011007
1866,10010705,Timing analysis,10010708,Compact delay models,10010583
613,10011006,Software notations and tools,10011041,Compilers,10011007
3259,10010993,Correctness,10010997,Completeness,10011007
1709,10010522,Serial architectures,10010524,Complex instruction set computing,10010520
338,10003777,Computational complexity and cryptography,10003778,Complexity classes,10003752
347,10003777,Computational complexity and cryptography,10003787,Complexity theory and logic,10003752
2223,10003434,Relational storage,10003439,Compression strategies,10002951
324,10003753,Models of computation,10003754,Computability,10003752
707,10003715,Numerical analysis,10003717,Computation of transforms,10002950
148,10003227,Information systems applications,10003447,Computational advertising,10002951
1391,10010099,Algorithmic game theory and mechanism design,10011253,Computational advertising theory,10003752
460,10010444,Life and medical sciences,10010087,Computational biology,10010405
42,10003752,Theory of computation,10003777,Computational complexity and cryptography,10003752
1481,10010213,Control methods,10010214,Computational control theory,10010147
379,10010061,"Randomness, geometry and discrete structures",10010063,Computational geometry,10003752
1387,10010099,Algorithmic game theory and mechanism design,10010107,Computational pricing and auctions,10003752
2563,10003531,Computing education programs,10003537,Computational science and engineering education,10003456
1180,10003527,Computing education,10003528,Computational thinking,10003456
1631,10010087,Computational biology,10010090,Computational transcriptomics,10010405
708,10003715,Numerical analysis,10003718,Computations in finite fields,10002950
709,10003715,Numerical analysis,10003719,Computations on matrices,10002950
710,10003715,Numerical analysis,10003720,Computations on polynomials,10002950
395,10010148,Symbolic and algebraic manipulation,10010162,Computer algebra systems,10010147
2538,10003491,Project and people management,10003497,Computer and information systems training,10003456
313,10003462,Computing / technology policy,10003574,Computer crime,10003456
2560,10003531,Computing education programs,10003534,Computer engineering education,10003456
61,10010405,Applied computing,10010462,Computer forensics,10010405
1674,10011187,Personal computers and PC applications,10011190,Computer games,10010405
53,10010147,Computing methodologies,10010371,Computer graphics,10010147
1166,10003458,Computing industry,10003461,Computer manufacturing,10003456
2559,10003531,Computing education programs,10003533,Computer science education,10003456
406,10010178,Artificial intelligence,10010224,Computer vision,10010147
1492,10010224,Computer vision,10010245,Computer vision problems,10010147
1491,10010224,Computer vision,10010240,Computer vision representations,10010147
1489,10010224,Computer vision,10010225,Computer vision tasks,10010147
495,10010481,Operations research,10010483,Computer-aided manufacturing,10010405
501,10010489,Education,10010490,Computer-assisted instruction,10010405
507,10010489,Education,10010496,Computer-managed instruction,10010405
63,10010405,Applied computing,10010476,Computers in other domains,10010405
38,10003456,Social and professional topics,10003462,Computing / technology policy,10003456
305,10003457,Professional topics,10003567,Computing and business,10003456
304,10003457,Professional topics,10003527,Computing education,10003456
1183,10003527,Computing education,10003531,Computing education programs,10003456
2540,10003498,Implementation management,10003500,Computing equipment management,10003456
491,10010476,Computers in other domains,10010936,Computing in government,10010405
301,10003457,Professional topics,10003458,Computing industry,10003456
1185,10003527,Computing education,10003539,Computing literacy,10003456
675,10003662,Probabilistic inference problems,10003665,Computing most probable explanation,10002950
1199,10003580,Computing profession,10003583,Computing occupations,10003456
1200,10003580,Computing profession,10003584,Computing organizations,10003456
149,10003227,Information systems applications,10010926,Computing platforms,10002951
306,10003457,Professional topics,10003580,Computing profession,10003456
89,10011122,Document types,10003459,"Computing standards, RFCs and guidelines",10002944
329,10003753,Models of computation,10003761,Concurrency,10003752
3664,10010957,Process management,10010963,Concurrency control,10011007
55,10010147,Computing methodologies,10011777,Concurrent computing methodologies,10010147
3292,10011024,Language features,10011034,Concurrent programming structures,10011007
3258,10010993,Correctness,10010996,Consistency,10011007
3277,10011009,Language types,10011015,Constraint and logic languages,10011007
354,10003790,Logic,10003795,Constraint and logic programming,10003752
3290,10011024,Language features,10011032,Constraints,10011007
355,10003790,Logic,10003796,Constructive mathematics,10003752
463,10010444,Life and medical sciences,10010446,Consumer health,10010405
493,10010481,Operations research,10003558,Consumer products,10010405
1228,10003544,Commerce policy,10011709,Consumer products policy,10003456
879,10003318,Document representation,10003321,Content analysis and feature selection,10002951
856,10003272,Online advertising,10003274,Content match advertising,10002951
850,10003261,Web searching and information discovery,10003267,Content ranking,10002951
614,10011006,Software notations and tools,10011050,Context specific languages,10011007
1104,10010860,Interaction design process and methods,10011121,Contextual design,10003120
607,10010940,Software organization and properties,10010941,Contextual software domains,10011007
690,10003688,Statistical paradigms,10003690,Contingency table analysis,10002950
126,10003741,Continuous mathematics,10003746,Continuous functions,10002950
7,10002950,Mathematics of computing,10003741,Continuous mathematics,10002950
1537,10010349,Simulation types and techniques,10010358,Continuous models,10010147
1536,10010349,Simulation types and techniques,10010357,Continuous simulation,10010147
1475,10010205,Search methodologies,10010208,Continuous space search,10010147
403,10010178,Artificial intelligence,10010213,Control methods,10010147
235,10003068,Network algorithms,10003073,Control path algorithms,10003033
1405,10010125,Program constructs,10010126,Control primitives,10003752
3286,10011024,Language features,10011027,Control structures,10011007
1385,10010099,Algorithmic game theory and mechanism design,10010105,Convergence and learning in games,10003752
3233,10010972,Software architectures,10010973,Cooperating communicating processes,10011007
1488,10010219,Distributed artificial intelligence,10010223,Cooperation and coordination,10010147
1204,10003463,Intellectual property,10003464,Copyrights,10003456
3295,10011024,Language features,10011037,Coroutines,10011007
1222,10003487,Surveillance,10003489,Corporate surveillance,10003456
1949,10010992,Software functional properties,10010993,Correctness,10011007
2865,10010259,Supervised learning,10010266,Cost-sensitive learning,10010147
1874,10010721,Functional verification,10010722,Coverage metrics,10010583
1,10002944,General and reference,10011123,Cross-computing tools and techniques,10002944
226,10003039,Network protocols,10003056,Cross-layer protocols,10003033
1600,10010412,Business process management,10010416,Cross-organizational business processes,10010405
411,10010257,Machine learning,10010339,Cross-validation,10010147
865,10003282,Web applications,10003296,Crowdsourcing,10002951
168,10002979,Cryptography,10002983,Cryptanalysis and other attacks,10002978
348,10003777,Computational complexity and cryptography,10003788,Cryptographic primitives,10003752
349,10003777,Computational complexity and cryptography,10003789,Cryptographic protocols,10003752
13,10002978,Security and privacy,10002979,Cryptography,10002978
3521,10003533,Computer science education,10011595,CS1,10003456
322,10010927,User characteristics,10003619,Cultural characteristics,10003456
262,10003106,Network types,10003112,Cyber-physical networks,10003033
1667,10010478,Military,10003600,Cyberwarfare,10010405
746,10002971,Data structures,10003450,Data access methods,10002951
832,10003241,Decision support systems,10003244,Data analytics,10002951
202,10003018,Database and storage security,10003019,Data anonymization and sanitization,10002978
1542,10010349,Simulation types and techniques,10010363,Data assimilation,10010147
260,10003106,Network types,10003110,Data center networks,10003033
1802,10010634,Analog and mixed-signal circuits,10010635,Data conversion,10010583
767,10003212,Database administration,10003224,Data dictionaries,10002951
880,10003318,Document representation,10003323,Data encoding and canonicalization,10002951
2147,10003451,Data layout,10002976,Data encryption,10002951
860,10003277,Web mining,10003279,Data extraction and integration,10002951
780,10003400,Middleware for databases,10003405,Data federation tools,10002951
3278,10011009,Language types,10011016,Data flow languages,10011007
1400,10010111,Database theory,10011733,Data integration,10003752
747,10002971,Data structures,10003451,Data layout,10002951
2154,10003193,Database transaction processing,10003427,Data locking,10002951
8,10002951,Information systems,10002952,Data management systems,10002951
146,10003227,Information systems applications,10003351,Data mining,10002951
745,10002953,Database design and models,10010820,Data model extensions,10002951
1394,10010111,Database theory,10010112,Data modeling,10003752
234,10003068,Network algorithms,10003069,Data path algorithms,10003033
479,10010462,Computer forensics,10010468,Data recovery,10010405
781,10003400,Middleware for databases,10003406,Data replication tools,10002951
2142,10003450,Data access methods,10010828,Data scans,10002951
845,10003351,Data mining,10003446,Data stream mining,10002951
828,10003236,Spatial-temporal systems,10003239,Data streaming,10002951
2135,10010820,Data model extensions,10003208,Data streams,10002951
128,10002952,Data management systems,10002971,Data structures,10002951
1398,10010111,Database theory,10011710,Data structures and algorithms for data management,10003752
370,10003809,Design and analysis of algorithms,10010031,Data structures design and analysis,10003752
3287,10011024,Language features,10011028,Data types and structures,10011007
205,10003018,Database and storage security,10011607,Database activity monitoring,10002978
131,10002952,Data management systems,10003212,Database administration,10002951
20,10002978,Security and privacy,10003018,Database and storage security,10002978
1396,10010111,Database theory,10010114,Database constraints theory,10003752
127,10002952,Data management systems,10002953,Database design and models,10002951
1397,10010111,Database theory,10011685,Database interoperability,10003752
129,10002952,Data management systems,10003190,Database management system engines,10002951
765,10003212,Database administration,10003214,Database performance evaluation,10002951
1211,10003463,Intellectual property,10003472,Database protection laws,10003456
1395,10010111,Database theory,10010113,Database query languages (principles),10003752
749,10003190,Database management system engines,10003192,Database query processing,10002951
1399,10010111,Database theory,10011711,Database query processing and optimization (theory),10003752
2156,10003193,Database transaction processing,10003429,Database recovery,10002951
389,10010070,Theory and algorithms for application domains,10010111,Database theory,10003752
750,10003190,Database management system engines,10003193,Database transaction processing,10002951
764,10003212,Database administration,10003213,Database utilities and tools,10002951
754,10003190,Database management system engines,10003205,Database views,10002951
777,10003400,Middleware for databases,10003401,Database web servers,10002951
1846,10010684,High-level and register-transfer level synthesis,10010685,Datapath optimization,10010583
748,10003190,Database management system engines,10003191,DBMS engine architectures,10002951
496,10010481,Operations research,10010484,Decision analysis,10010405
668,10003649,Probabilistic representations,10003653,Decision diagrams,10002950
142,10003227,Information systems applications,10003241,Decision support systems,10002951
768,10003219,Information integration,10003183,Deduplication,10002951
2911,10010319,Learning latent representations,10010320,Deep belief networks,10010147
1014,10003069,Data path algorithms,10003071,Deep packet inspection,10003033
2286,10003279,Data extraction and integration,10010846,Deep web,10002951
585,10010737,Hardware test,10010740,Defect-based test,10010583
1150,10003146,Visualization techniques,10010893,Dendrograms,10003120
1411,10010131,Program semantics,10010133,Denotational semantics,10003752
677,10003662,Probabilistic inference problems,10003667,Density estimation,10002950
70,10010520,Computer systems organization,10010575,Dependable and fault-tolerant systems and networks,10010520
97,10011123,Cross-computing tools and techniques,10011673,Design,10002944
44,10003752,Theory of computation,10003809,Design and analysis of algorithms,10003752
1871,10010712,Methodologies for EDA,10010714,Design databases for EDA,10010583
1887,10010733,Post-manufacture validation and debug,10010736,Design for debug,10010583
593,10010750,Robustness,10010758,Design for manufacturability,10010583
586,10010737,Hardware test,10010744,Design for testability,10010583
1984,10011060,System description languages,10011018,Design languages,10011007
1792,10010615,Logic circuits,10010619,Design modules and hierarchy,10010583
3344,10011082,Software development methods,10011088,Design patterns,10011007
558,10010633,Very large scale integration design,10010645,Design reuse and communication-based design,10010583
1881,10010728,Physical verification,10010729,Design rule checking,10010583
559,10010633,Very large scale integration design,10010649,Design rules,10010583
620,10011074,Software creation and management,10011075,Designing software,10011007
2379,10010852,Environment-specific retrieval,10003394,Desktop search,10002951
616,10011006,Software notations and tools,10011066,Development frameworks and environments,10011007
883,10003318,Document representation,10011148,Dictionaries,10002951
1822,10010656,VLSI packaging,10010657,Die and wafer stacking,10010583
725,10003727,Differential equations,10003730,Differential algebraic equations,10002950
118,10003714,Mathematical analysis,10003727,Differential equations,10002950
726,10003727,Differential equations,10003731,Differential variational inequalities,10002950
1760,10003247,Signal processing systems,10003248,Digital signal processing,10010583
930,10002981,Public key (asymmetric) techniques,10011602,Digital signatures,10002978
552,10010600,Integrated circuits,10010612,Digital switches,10010583
695,10003688,Statistical paradigms,10003696,Dimensionality reduction,10002950
2872,10010260,Unsupervised learning,10010271,Dimensionality reduction and manifold learning,10010147
2231,10003518,Storage network architectures,10003174,Direct attached storage,10002951
794,10003161,Record storage systems,10003163,Directory structures,10002951
1450,10010179,Natural language processing,10010181,"Discourse, dialogue and pragmatics",10010147
1430,10010149,Symbolic and algebraic algorithms,10010155,Discrete calculus algorithms,10010147
2,10002950,Mathematics of computing,10003624,Discrete mathematics,10002950
1474,10010205,Search methodologies,10010207,Discrete space search,10010147
1533,10010349,Simulation types and techniques,10010354,Discrete-event simulation,10010147
718,10003715,Numerical analysis,10003750,Discretization,10002950
791,10003153,Information storage technologies,10003159,Disk arrays,10002951
857,10003272,Online advertising,10003275,Display advertising,10002951
505,10010489,Education,10010494,Distance learning,10010405
514,10010521,Architectures,10010537,Distributed architectures,10010520
405,10010178,Artificial intelligence,10010219,Distributed artificial intelligence,10010147
54,10010147,Computing methodologies,10010919,Distributed computing methodologies,10010147
1268,10003761,Concurrency,10003763,Distributed computing models,10003752
2164,10010832,Distributed database transactions,10010833,Distributed data locking,10002951
2166,10010832,Distributed database transactions,10010835,Distributed database recovery,10002951
756,10003190,Database management system engines,10010832,Distributed database transactions,10002951
3656,10010950,Memory management,10010955,Distributed memory,10011007
920,10003365,Search engine architectures and scalability,10003368,Distributed retrieval,10002951
1535,10010349,Simulation types and techniques,10010356,Distributed simulation,10010147
805,10003517,Storage architectures,10003519,Distributed storage,10002951
1946,10010971,Software system structures,10011120,Distributed systems organizing principles,10011007
191,10003006,Systems security,10003013,Distributed systems security,10002978
782,10003400,Middleware for databases,10003407,Distributed transaction monitors,10002951
110,10003648,Probability and statistics,10003703,Distribution functions,10002950
1349,10011254,Algorithm design techniques,10011257,Divide and conquer,10003752
1696,10010504,Document capture,10010505,Document analysis,10010405
510,10010497,Document management and text processing,10010504,Document capture,10010405
881,10003318,Document representation,10003324,Document collection models,10002951
904,10003347,Retrieval tasks and goals,10003349,Document filtering,10002951
509,10010497,Document management and text processing,10010500,Document management,10010405
66,10010405,Applied computing,10010497,Document management and text processing,10010405
1695,10010500,Document management,10010503,Document metadata,10010405
511,10010497,Document management and text processing,10010510,Document preparation,10010405
157,10003317,Information retrieval,10003318,Document representation,10002951
1697,10010504,Document capture,10010506,Document scanning,10010405
1707,10010510,Document preparation,10011689,Document scripting languages,10010405
508,10010497,Document management and text processing,10010498,Document searching,10010405
877,10003318,Document representation,10003319,Document structure,10002951
878,10003318,Document representation,10003320,Document topic models,10002951
0,10002944,General and reference,10011122,Document types,10002944
2018,10011111,Software post-development issues,10010913,Documentation,10011007
1973,10011050,Context specific languages,10011017,Domain specific languages,10011007
209,10003022,Software and application security,10003028,Domain-specific security and privacy architectures,10002978
3264,10010998,Formal methods,10011001,Dynamic analysis,10011007
1965,10011041,Compilers,10011045,Dynamic compilers,10011007
1312,10003635,Graph algorithms analysis,10010038,Dynamic graph algorithms,10003752
1783,10010607,Semiconductor memory,10010608,Dynamic memory,10010583
1350,10011254,Algorithm design techniques,10011258,Dynamic programming,10003752
1518,10010321,Machine learning algorithms,10010327,Dynamic programming for Markov decision processes,10010147
1910,10010762,Hardware reliability,10010765,Early-life failures and infant mortality,10010583
454,10010432,Physical sciences and engineering,10010437,Earth and atmospheric sciences,10010405
1142,10003141,Ubiquitous and mobile devices,10010902,E-book readers,10003120
1192,10003567,Computing and business,10003571,Economic impact,10003456
472,10010455,"Law, social and behavioral sciences",10010460,Economics,10010405
560,10010633,Very large scale integration design,10010650,Economics of chip design and manufacturing,10010583
211,10003029,Human and societal aspects of security and privacy,10003031,Economics of security and privacy,10002978
65,10010405,Applied computing,10010489,Education,10010405
1671,10010936,Computing in government,10010938,E-government,10010405
506,10010489,Education,10010495,E-learning,10010405
1864,10010705,Timing analysis,10010706,Electrical-level simulation,10010583
532,10010584,Printed circuit boards,10010585,Electromagnetic interference and compatibility,10010583
548,10010588,"Communication hardware, interfaces and storage",10011715,Electro-mechanical devices,10010583
599,10010786,Emerging technologies,10010805,Electromechanical systems,10010583
3236,10010972,Software architectures,10010976,Electronic blackboards,10011007
76,10010583,Hardware,10010682,Electronic design automation,10010583
458,10010432,Physical sciences and engineering,10010443,Electronics,10010405
2291,10003286,Internet communications tools,10003287,Email,10002951
68,10010520,Computer systems organization,10010553,Embedded and cyber-physical systems,10010520
1745,10010562,Embedded systems,10010563,Embedded hardware,10010520
3649,10010944,Middleware,10010947,Embedded middleware,10011007
520,10010553,Embedded and cyber-physical systems,10010562,Embedded systems,10010520
185,10003001,Security in hardware,10003003,Embedded systems security,10002978
1915,10010787,Analysis and design of emerging devices and systems,10010788,Emerging architectures,10010583
600,10010786,Emerging technologies,10010808,Emerging interfaces,10010583
1916,10010787,Analysis and design of emerging devices and systems,10010789,Emerging languages and compilers,10010583
602,10010786,Emerging technologies,10010810,Emerging optical and photonic technologies,10010583
1917,10010787,Analysis and design of emerging devices and systems,10010790,Emerging simulation,10010583
80,10010583,Hardware,10010786,Emerging technologies,10010583
1918,10010787,Analysis and design of emerging devices and systems,10010791,Emerging tools and methodologies,10010583
2016,10011099,Software verification and validation,10011693,Empirical software validation,10011007
91,10011123,Cross-computing tools and techniques,10010912,Empirical studies,10002944
297,10011738,Accessibility,10011773,Empirical studies in accessibility,10003120
283,10003130,Collaborative and social computing,10011762,Empirical studies in collaborative and social computing,10003120
275,10003121,Human computer interaction (HCI),10011748,Empirical studies in HCI,10003120
278,10003123,Interaction design,10011759,Empirical studies in interaction design,10003120
289,10003138,Ubiquitous and mobile computing,10011767,Empirical studies in ubiquitous and mobile computing,10003120
294,10003145,Visualization,10011769,Empirical studies in visualization,10003120
231,10003058,Network components,10003064,End nodes,10003033
570,10010662,Power and energy,10010668,Energy distribution,10010583
569,10010662,Power and energy,10010663,Energy generation and storage,10010583
1835,10010668,Energy distribution,10010669,Energy metering,10010583
455,10010432,Physical sciences and engineering,10010439,Engineering,10010405
1519,10010321,Machine learning algorithms,10010333,Ensemble methods,10010147
1616,10011731,Enterprise interoperability,10010411,Enterprise application integration,10010405
785,10003400,Middleware for databases,10003410,Enterprise application integration tools,10002951
1603,10010417,Enterprise architectures,10010419,Enterprise architecture frameworks,10010405
1602,10010417,Enterprise architectures,10010418,Enterprise architecture management,10010405
1604,10010417,Enterprise architectures,10010420,Enterprise architecture modeling,10010405
437,10010406,Enterprise computing,10010417,Enterprise architectures,10010405
57,10010405,Applied computing,10010406,Enterprise computing,10010405
448,10010406,Enterprise computing,10010431,Enterprise computing infrastructures,10010405
443,10010406,Enterprise computing,10010426,Enterprise data management,10010405
449,10010406,Enterprise computing,10011731,Enterprise interoperability,10010405
1845,10010674,Power estimation and optimization,10011724,Enterprise level and data centers power issues,10010583
441,10010406,Enterprise computing,10010424,Enterprise modeling,10010405
442,10010406,Enterprise computing,10010425,"Enterprise ontologies, taxonomies and vocabularies",10010405
2378,10010852,Environment-specific retrieval,10003393,Enterprise search,10002951
3244,10010980,Software system models,10010983,Entity relationship modeling,10011007
742,10002953,Database design and models,10002959,Entity relationship models,10002951
774,10003219,Information integration,10003223,Entity resolution,10002951
650,10003625,Combinatorics,10003632,Enumeration,10002950
1622,10010437,Earth and atmospheric sciences,10010438,Environmental sciences,10010405
928,10003371,Specialized information retrieval,10010852,Environment-specific retrieval,10002951
2840,10010226,Image and video acquisition,10010235,Epipolar geometry,10010147
1432,10010149,Symbolic and algebraic algorithms,10010157,Equation and inequality solving algorithms,10010147
357,10003790,Logic,10003798,Equational logic and rewriting,10003752
669,10003649,Probabilistic representations,10003654,Equational models,10002950
1875,10010721,Functional verification,10010723,Equivalence checking,10010583
2008,10011092,Software development techniques,10011691,Error handling and recovery,10011007
383,10010061,"Randomness, geometry and discrete structures",10010067,Error-correcting codes,10003752
96,10011123,Cross-computing tools and techniques,10011133,Estimation,10002944
1120,10003134,Collaborative and social computing design and evaluation methods,10011763,Ethnographic studies,10003120
1648,10010456,Anthropology,10010457,Ethnography,10010405
94,10011123,Cross-computing tools and techniques,10011130,Evaluation,10002944
162,10003317,Information retrieval,10003359,Evaluation of retrieval results,10002951
439,10010406,Enterprise computing,10010422,Event-driven architectures,10010405
476,10010462,Computer forensics,10010465,"Evidence collection, storage and analysis",10010405
1383,10010099,Algorithmic game theory and mechanism design,10010103,Exact and approximate computation of equilibria,10003752
1428,10010149,Symbolic and algebraic algorithms,10010153,Exact arithmetic algorithms,10010147
382,10010061,"Randomness, geometry and discrete structures",10010066,Expander graphs and randomness extractors,10003752
682,10003670,Probabilistic reasoning algorithms,10003676,Expectation maximization,10002950
95,10011123,Cross-computing tools and techniques,10011131,Experimentation,10002944
908,10003347,Retrieval tasks and goals,10003354,Expert search,10002951
831,10003241,Decision support systems,10003243,Expert systems,10002951
698,10003688,Statistical paradigms,10003699,Exploratory data analysis,10002950
3279,10011009,Language types,10011019,Extensible languages,10011007
2212,10003163,Directory structures,10003418,Extent-based file structures,10002951
1741,10010554,Robotics,10010558,External interfaces for robotics,10010520
538,10010588,"Communication hardware, interfaces and storage",10010592,External storage,10010583
769,10003219,Information integration,10003215,"Extraction, transformation and loading",10002951
610,10010940,Software organization and properties,10011003,Extra-functional properties,10011007
661,10003633,Graph theory,10003646,Extremal graph theory,10002950
1316,10003636,Approximation algorithms analysis,10003812,Facility location and clustering,10003752
2902,10010309,Factorization methods,10010311,Factor analysis,10010147
667,10003649,Probabilistic representations,10003652,Factor graphs,10002950
1510,10010293,Machine learning approaches,10010309,Factorization methods,10010147
1900,10010751,Fault tolerance,10010753,Failure prediction,10010583
1901,10010751,Fault tolerance,10010754,"Failure recovery, maintenance and self-repair",10010583
587,10010737,Hardware test,10010745,Fault models and test metrics,10010583
592,10010750,Robustness,10010751,Fault tolerance,10010583
2013,10011099,Software verification and validation,10011104,Fault tree analysis,10011007
