parent_name,child_name,group,type
Interaction paradigms,Graphical user interfaces,10003120_1,train
Interaction paradigms,Virtual reality,10003120_1,train
Interaction paradigms,Web-based interaction,10003120_1,train
Interaction paradigms,Natural language interfaces,10003120_1,train
Interaction paradigms,Collaborative interaction,10003120_1,train
Human computer interaction (HCI),Interaction devices,10003120_1,train
Interaction devices,Graphics input devices,10003120_1,train
Interaction devices,Displays and imagers,10003120_1,train
Interaction devices,Sound-based input / output,10003120_1,train
Interaction devices,Keyboards,10003120_1,train
Interaction devices,Pointing devices,10003120_1,train
Interaction devices,Touch screens,10003120_1,train
Interaction devices,Haptic devices,10003120_1,train
Human computer interaction (HCI),"HCI theory, concepts and models",10003120_1,train
Human computer interaction (HCI),Interaction techniques,10003120_1,train
Interaction techniques,Auditory feedback,10003120_1,train
Interaction techniques,Text input,10003120_1,train
Interaction techniques,Pointing,10003120_1,train
Interaction techniques,Gestural input,10003120_1,train
Human computer interaction (HCI),Interactive systems and tools,10003120_1,train
Interactive systems and tools,User interface management systems,10003120_1,train
Interactive systems and tools,User interface programming,10003120_1,train
Interactive systems and tools,User interface toolkits,10003120_1,train
Human computer interaction (HCI),Empirical studies in HCI,10003120_1,train
Interaction design,Interaction design process and methods,10003120_2,train
Interaction design process and methods,User interface design,10003120_2,train
Interaction design process and methods,User centered design,10003120_2,train
Interaction design process and methods,Activity centered design,10003120_2,train
Interaction design process and methods,Scenario-based design,10003120_2,train
Interaction design process and methods,Participatory design,10003120_2,train
Interaction design process and methods,Contextual design,10003120_2,train
Interaction design process and methods,Interface design prototyping,10003120_2,train
Interaction design,"Interaction design theory, concepts and paradigms",10003120_2,train
Interaction design,Empirical studies in interaction design,10003120_2,train
Interaction design,Systems and tools for interaction design,10003120_2,train
Systems and tools for interaction design,Wireframes,10003120_2,train
Collaborative and social computing,"Collaborative and social computing theory, concepts and paradigms",10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Social content sharing,10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Collaborative content creation,10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Collaborative filtering,10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Social recommendation,10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Social networks,10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Social tagging,10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Computer supported cooperative work,10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Social engineering (social sciences),10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Social navigation,10003120_3,test
"Collaborative and social computing theory, concepts and paradigms",Social media,10003120_3,test
Collaborative and social computing,Collaborative and social computing design and evaluation methods,10003120_3,test
Collaborative and social computing design and evaluation methods,Social network analysis,10003120_3,test
Collaborative and social computing design and evaluation methods,Ethnographic studies,10003120_3,test
Collaborative and social computing,Collaborative and social computing systems and tools,10003120_3,test
Collaborative and social computing,Empirical studies in collaborative and social computing,10003120_3,test
Collaborative and social computing,Collaborative and social computing devices,10003120_3,test
Ubiquitous and mobile computing,"Ubiquitous and mobile computing theory, concepts and paradigms",10003120_4,val
"Ubiquitous and mobile computing theory, concepts and paradigms",Ubiquitous computing,10003120_4,val
"Ubiquitous and mobile computing theory, concepts and paradigms",Mobile computing,10003120_4,val
"Ubiquitous and mobile computing theory, concepts and paradigms",Ambient intelligence,10003120_4,val
Ubiquitous and mobile computing,Ubiquitous and mobile computing systems and tools,10003120_4,val
Ubiquitous and mobile computing,Ubiquitous and mobile devices,10003120_4,val
Ubiquitous and mobile devices,Smartphones,10003120_4,val
Ubiquitous and mobile devices,Interactive whiteboards,10003120_4,val
Ubiquitous and mobile devices,Mobile phones,10003120_4,val
Ubiquitous and mobile devices,Mobile devices,10003120_4,val
Ubiquitous and mobile devices,Portable media players,10003120_4,val
Ubiquitous and mobile devices,Personal digital assistants,10003120_4,val
Ubiquitous and mobile devices,Handheld game consoles,10003120_4,val
Ubiquitous and mobile devices,E-book readers,10003120_4,val
Ubiquitous and mobile devices,Tablet computers,10003120_4,val
Ubiquitous and mobile computing,Ubiquitous and mobile computing design and evaluation methods,10003120_4,val
Ubiquitous and mobile computing,Empirical studies in ubiquitous and mobile computing,10003120_4,val
Visualization,Visualization techniques,10003120_5,val
Visualization techniques,Treemaps,10003120_5,val
Visualization techniques,Hyperbolic trees,10003120_5,val
Visualization techniques,Heat maps,10003120_5,val
Visualization techniques,Graph drawings,10003120_5,val
Visualization techniques,Dendrograms,10003120_5,val
Visualization techniques,Cladograms,10003120_5,val
Visualization,Visualization application domains,10003120_5,val
Visualization application domains,Scientific visualization,10003120_5,val
Visualization application domains,Visual analytics,10003120_5,val
Visualization application domains,Geographic visualization,10003120_5,val
Visualization application domains,Information visualization,10003120_5,val
Visualization,Visualization systems and tools,10003120_5,val
Visualization systems and tools,Visualization toolkits,10003120_5,val
Visualization,"Visualization theory, concepts and paradigms",10003120_5,val
Visualization,Empirical studies in visualization,10003120_5,val
Visualization,Visualization design and evaluation methods,10003120_5,val
Accessibility,"Accessibility theory, concepts and paradigms",10003120_6,val
Accessibility,Empirical studies in accessibility,10003120_6,val
Accessibility,Accessibility design and evaluation methods,10003120_6,val
Accessibility,Accessibility technologies,10003120_6,val
Accessibility,Accessibility systems and tools,10003120_6,val
Professional topics,Computing industry,10003456_1,train
Computing industry,Industry statistics,10003456_1,train
Computing industry,Computer manufacturing,10003456_1,train
Computing industry,Sustainability,10003456_1,train
Professional topics,Management of computing and information systems,10003456_1,train
Management of computing and information systems,Project and people management,10003456_1,train
Project and people management,Project management techniques,10003456_1,train
Project and people management,Project staffing,10003456_1,train
Project and people management,Systems planning,10003456_1,train
Project and people management,Systems analysis and design,10003456_1,train
Project and people management,Systems development,10003456_1,train
Project and people management,Computer and information systems training,10003456_1,train
Management of computing and information systems,Implementation management,10003456_1,train
Implementation management,Hardware selection,10003456_1,train
Implementation management,Computing equipment management,10003456_1,train
Implementation management,Pricing and resource allocation,10003456_1,train
Management of computing and information systems,Software management,10003456_1,train
Software management,Software maintenance,10003456_1,train
Software management,Software selection and adaptation,10003456_1,train
Management of computing and information systems,System management,10003456_1,train
System management,Centralization / decentralization,10003456_1,train
System management,Technology audits,10003456_1,train
System management,Quality assurance,10003456_1,train
Management of computing and information systems,Network operations,10003456_1,train
Management of computing and information systems,File systems management,10003456_1,train
Management of computing and information systems,Information system economics,10003456_1,train
Professional topics,History of computing,10003456_1,train
History of computing,Historical people,10003456_1,train
History of computing,History of hardware,10003456_1,train
History of computing,History of software,10003456_1,train
History of computing,History of programming languages,10003456_1,train
History of computing,History of computing theory,10003456_1,train
Professional topics,Computing education,10003456_1,train
Computing education,Computational thinking,10003456_1,train
Computing education,Accreditation,10003456_1,train
Computing education,Model curricula,10003456_1,train
Computing education,Computing education programs,10003456_1,train
Computing education programs,Information systems education,10003456_1,train
Computing education programs,Computer science education,10003456_1,train
Computer science education,CS1,10003456_1,train
Computing education programs,Computer engineering education,10003456_1,train
Computing education programs,Information technology education,10003456_1,train
Computing education programs,Information science education,10003456_1,train
Computing education programs,Computational science and engineering education,10003456_1,train
Computing education programs,Software engineering education,10003456_1,train
Computing education,Informal education,10003456_1,train
Computing education,Computing literacy,10003456_1,train
Computing education,Student assessment,10003456_1,train
Computing education,K-12 education,10003456_1,train
Computing education,Adult education,10003456_1,train
Professional topics,Computing and business,10003456_1,train
Computing and business,Employment issues,10003456_1,train
Computing and business,Automation,10003456_1,train
Computing and business,Computer supported cooperative work,10003456_1,train
Computing and business,Economic impact,10003456_1,train
Computing and business,Offshoring,10003456_1,train
Computing and business,Reengineering,10003456_1,train
Computing and business,Socio-technical systems,10003456_1,train
Professional topics,Computing profession,10003456_1,train
Computing profession,Codes of ethics,10003456_1,train
Computing profession,Funding,10003456_1,train
Computing profession,Computing occupations,10003456_1,train
Computing profession,Computing organizations,10003456_1,train
Computing profession,"Testing, certification and licensing",10003456_1,train
Computing profession,Assistive technologies,10003456_1,train
Computing / technology policy,Intellectual property,10003456_2,test
Intellectual property,Digital rights management,10003456_2,test
Intellectual property,Copyrights,10003456_2,test
Intellectual property,Software reverse engineering,10003456_2,test
Intellectual property,Patents,10003456_2,test
Intellectual property,Trademarks,10003456_2,test
Intellectual property,Internet governance / domain names,10003456_2,test
Intellectual property,Licensing,10003456_2,test
Intellectual property,Treaties,10003456_2,test
Intellectual property,Database protection laws,10003456_2,test
Intellectual property,Secondary liability,10003456_2,test
Intellectual property,Soft intellectual property,10003456_2,test
Intellectual property,Hardware reverse engineering,10003456_2,test
Computing / technology policy,Privacy policies,10003456_2,test
Computing / technology policy,Censorship,10003456_2,test
Censorship,Pornography,10003456_2,test
Censorship,Hate speech,10003456_2,test
Censorship,Political speech,10003456_2,test
Censorship,Technology and censorship,10003456_2,test
Censorship,Censoring filters,10003456_2,test
Computing / technology policy,Surveillance,10003456_2,test
Surveillance,Governmental surveillance,10003456_2,test
Surveillance,Corporate surveillance,10003456_2,test
Computing / technology policy,Commerce policy,10003456_2,test
Commerce policy,Taxation,10003456_2,test
Commerce policy,Transborder data flow,10003456_2,test
Commerce policy,Antitrust and competition,10003456_2,test
Commerce policy,Governmental regulations,10003456_2,test
Commerce policy,Online auctions policy,10003456_2,test
Commerce policy,Consumer products policy,10003456_2,test
Computing / technology policy,Network access control,10003456_2,test
Network access control,Broadband access,10003456_2,test
Network access control,Net neutrality,10003456_2,test
Network access control,Network access restrictions,10003456_2,test
Network access restrictions,Age-based restrictions,10003456_2,test
Network access restrictions,Acceptable use policy restrictions,10003456_2,test
Network access control,Universal access,10003456_2,test
Computing / technology policy,Computer crime,10003456_2,test
Computer crime,Social engineering attacks,10003456_2,test
Computer crime,Identity theft,10003456_2,test
Computer crime,Financial crime,10003456_2,test
Computer crime,Malware / spyware crime,10003456_2,test
Computing / technology policy,Government technology policy,10003456_2,test
Government technology policy,Import / export controls,10003456_2,test
Computing / technology policy,Medical information policy,10003456_2,test
Medical information policy,Medical records,10003456_2,test
Medical information policy,Personal health records,10003456_2,test
Medical information policy,Genetic information,10003456_2,test
Medical information policy,Patient privacy,10003456_2,test
Medical information policy,Health information exchanges,10003456_2,test
Medical information policy,Medical technologies,10003456_2,test
Medical technologies,Remote medicine,10003456_2,test
User characteristics,Race and ethnicity,10003456_3,train
User characteristics,Religious orientation,10003456_3,train
User characteristics,Gender,10003456_3,train
Gender,Men,10003456_3,train
Gender,Women,10003456_3,train
User characteristics,Sexual orientation,10003456_3,train
User characteristics,People with disabilities,10003456_3,train
User characteristics,Geographic characteristics,10003456_3,train
User characteristics,Cultural characteristics,10003456_3,train
User characteristics,Age,10003456_3,train
Age,Children,10003456_3,train
Age,Seniors,10003456_3,train
Age,Adolescents,10003456_3,train
Models of computation,Computability,10003752_1,train
Computability,Lambda calculus,10003752_1,train
Computability,Turing machines,10003752_1,train
Computability,Recursive functions,10003752_1,train
Models of computation,Probabilistic computation,10003752_1,train
Models of computation,Quantum computation theory,10003752_1,train
Quantum computation theory,Quantum complexity theory,10003752_1,train
Quantum computation theory,Quantum communication complexity,10003752_1,train
Quantum computation theory,Quantum query complexity,10003752_1,train
Quantum computation theory,Quantum information theory,10003752_1,train
Models of computation,Interactive computation,10003752_1,train
Models of computation,Streaming models,10003752_1,train
Models of computation,Concurrency,10003752_1,train
Concurrency,Parallel computing models,10003752_1,train
Concurrency,Distributed computing models,10003752_1,train
Concurrency,Process calculi,10003752_1,train
Models of computation,Timed and hybrid models,10003752_1,train
Models of computation,Abstract machines,10003752_1,train
Formal languages and automata theory,Formalisms,10003752_2,train
Formalisms,Algebraic language theory,10003752_2,train
Formalisms,Rewrite systems,10003752_2,train
Formal languages and automata theory,Automata over infinite objects,10003752_2,train
Formal languages and automata theory,Grammars and context-free languages,10003752_2,train
Formal languages and automata theory,Tree languages,10003752_2,train
Formal languages and automata theory,Automata extensions,10003752_2,train
Automata extensions,Transducers,10003752_2,train
Automata extensions,Quantitative automata,10003752_2,train
Formal languages and automata theory,Regular languages,10003752_2,train
Computational complexity and cryptography,Complexity classes,10003752_3,val
Computational complexity and cryptography,"Problems, reductions and completeness",10003752_3,val
Computational complexity and cryptography,Communication complexity,10003752_3,val
Computational complexity and cryptography,Circuit complexity,10003752_3,val
Computational complexity and cryptography,Oracles and decision trees,10003752_3,val
Computational complexity and cryptography,Algebraic complexity theory,10003752_3,val
Computational complexity and cryptography,Quantum complexity theory,10003752_3,val
Computational complexity and cryptography,Proof complexity,10003752_3,val
Computational complexity and cryptography,Interactive proof systems,10003752_3,val
Computational complexity and cryptography,Complexity theory and logic,10003752_3,val
Computational complexity and cryptography,Cryptographic primitives,10003752_3,val
Computational complexity and cryptography,Cryptographic protocols,10003752_3,val
Logic,Logic and verification,10003752_4,train
Logic,Proof theory,10003752_4,train
Logic,Modal and temporal logics,10003752_4,train
Logic,Automated reasoning,10003752_4,train
Logic,Constraint and logic programming,10003752_4,train
Logic,Constructive mathematics,10003752_4,train
Logic,Description logics,10003752_4,train
Logic,Equational logic and rewriting,10003752_4,train
Logic,Finite Model Theory,10003752_4,train
Logic,Higher order logic,10003752_4,train
Logic,Linear logic,10003752_4,train
Logic,Programming logic,10003752_4,train
Logic,Abstraction,10003752_4,train
Logic,Verification by model checking,10003752_4,train
Logic,Type theory,10003752_4,train
Logic,Hoare logic,10003752_4,train
Logic,Separation logic,10003752_4,train
Design and analysis of algorithms,Graph algorithms analysis,10003752_5,train
Graph algorithms analysis,Network flows,10003752_5,train
Graph algorithms analysis,Sparsification and spanners,10003752_5,train
Graph algorithms analysis,Shortest paths,10003752_5,train
Graph algorithms analysis,Dynamic graph algorithms,10003752_5,train
Design and analysis of algorithms,Approximation algorithms analysis,10003752_5,train
Approximation algorithms analysis,Scheduling algorithms,10003752_5,train
Approximation algorithms analysis,Packing and covering problems,10003752_5,train
Approximation algorithms analysis,Routing and network design problems,10003752_5,train
Approximation algorithms analysis,Facility location and clustering,10003752_5,train
Approximation algorithms analysis,Rounding techniques,10003752_5,train
Approximation algorithms analysis,Stochastic approximation,10003752_5,train
Approximation algorithms analysis,Numeric approximation algorithms,10003752_5,train
Design and analysis of algorithms,Mathematical optimization,10003752_5,train
Design and analysis of algorithms,Data structures design and analysis,10003752_5,train
Data structures design and analysis,Data compression,10003752_5,train
Data structures design and analysis,Pattern matching,10003752_5,train
Data structures design and analysis,Sorting and searching,10003752_5,train
Data structures design and analysis,Predecessor queries,10003752_5,train
Data structures design and analysis,Cell probe models and lower bounds,10003752_5,train
Design and analysis of algorithms,Online algorithms,10003752_5,train
Online algorithms,Online learning algorithms,10003752_5,train
Online algorithms,Caching and paging algorithms,10003752_5,train
Online algorithms,K-server algorithms,10003752_5,train
Online algorithms,Adversary models,10003752_5,train
Design and analysis of algorithms,Parameterized complexity and exact algorithms,10003752_5,train
Parameterized complexity and exact algorithms,Fixed parameter tractability,10003752_5,train
Parameterized complexity and exact algorithms,W hierarchy,10003752_5,train
Design and analysis of algorithms,"Streaming, sublinear and near linear time algorithms",10003752_5,train
"Streaming, sublinear and near linear time algorithms",Bloom filters and hashing,10003752_5,train
"Streaming, sublinear and near linear time algorithms",Sketching and sampling,10003752_5,train
"Streaming, sublinear and near linear time algorithms",Lower bounds and information complexity,10003752_5,train
"Streaming, sublinear and near linear time algorithms",Random order and robust communication complexity,10003752_5,train
"Streaming, sublinear and near linear time algorithms",Nearest neighbor algorithms,10003752_5,train
Design and analysis of algorithms,Parallel algorithms,10003752_5,train
Design and analysis of algorithms,Distributed algorithms,10003752_5,train
Design and analysis of algorithms,Algorithm design techniques,10003752_5,train
Algorithm design techniques,Backtracking,10003752_5,train
Algorithm design techniques,Branch-and-bound,10003752_5,train
Algorithm design techniques,Divide and conquer,10003752_5,train
Algorithm design techniques,Dynamic programming,10003752_5,train
Algorithm design techniques,Preconditioning,10003752_5,train
Design and analysis of algorithms,Concurrent algorithms,10003752_5,train
"Randomness, geometry and discrete structures",Pseudorandomness and derandomization,10003752_6,train
"Randomness, geometry and discrete structures",Computational geometry,10003752_6,train
"Randomness, geometry and discrete structures",Generating random combinatorial structures,10003752_6,train
"Randomness, geometry and discrete structures",Random walks and Markov chains,10003752_6,train
"Randomness, geometry and discrete structures",Expander graphs and randomness extractors,10003752_6,train
"Randomness, geometry and discrete structures",Error-correcting codes,10003752_6,train
"Randomness, geometry and discrete structures",Random projections and metric embeddings,10003752_6,train
"Randomness, geometry and discrete structures",Random network models,10003752_6,train
"Randomness, geometry and discrete structures",Random search heuristics,10003752_6,train
Theory and algorithms for application domains,Machine learning theory,10003752_7,train
Machine learning theory,Sample complexity and generalization bounds,10003752_7,train
Machine learning theory,Boolean function learning,10003752_7,train
Machine learning theory,Unsupervised learning and clustering,10003752_7,train
Machine learning theory,Kernel methods,10003752_7,train
Machine learning theory,Boosting,10003752_7,train
Machine learning theory,Bayesian analysis,10003752_7,train
Machine learning theory,Inductive inference,10003752_7,train
Machine learning theory,Online learning theory,10003752_7,train
Machine learning theory,Multi-agent learning,10003752_7,train
Machine learning theory,Models of learning,10003752_7,train
Machine learning theory,Query learning,10003752_7,train
Machine learning theory,Structured prediction,10003752_7,train
Machine learning theory,Reinforcement learning,10003752_7,train
Machine learning theory,Active learning,10003752_7,train
Machine learning theory,Semi-supervised learning,10003752_7,train
Machine learning theory,Markov decision processes,10003752_7,train
Machine learning theory,Regret bounds,10003752_7,train
Theory and algorithms for application domains,Algorithmic game theory and mechanism design,10003752_7,train
Algorithmic game theory and mechanism design,Social networks,10003752_7,train
Algorithmic game theory and mechanism design,Algorithmic game theory,10003752_7,train
Algorithmic game theory and mechanism design,Algorithmic mechanism design,10003752_7,train
Algorithmic game theory and mechanism design,Solution concepts in game theory,10003752_7,train
Algorithmic game theory and mechanism design,Exact and approximate computation of equilibria,10003752_7,train
Algorithmic game theory and mechanism design,Quality of equilibria,10003752_7,train
Algorithmic game theory and mechanism design,Convergence and learning in games,10003752_7,train
Algorithmic game theory and mechanism design,Market equilibria,10003752_7,train
Algorithmic game theory and mechanism design,Computational pricing and auctions,10003752_7,train
Algorithmic game theory and mechanism design,Representations of games and their complexity,10003752_7,train
Algorithmic game theory and mechanism design,Network games,10003752_7,train
Algorithmic game theory and mechanism design,Network formation,10003752_7,train
Algorithmic game theory and mechanism design,Computational advertising theory,10003752_7,train
Theory and algorithms for application domains,Database theory,10003752_7,train
Database theory,Data exchange,10003752_7,train
Database theory,Data provenance,10003752_7,train
Database theory,Data modeling,10003752_7,train
Database theory,Database query languages (principles),10003752_7,train
Database theory,Database constraints theory,10003752_7,train
Database theory,Database interoperability,10003752_7,train
Database theory,Data structures and algorithms for data management,10003752_7,train
Database theory,Database query processing and optimization (theory),10003752_7,train
Database theory,Data integration,10003752_7,train
Database theory,Logic and databases,10003752_7,train
Database theory,Theory of database privacy and security,10003752_7,train
Database theory,"Incomplete, inconsistent, and uncertain databases",10003752_7,train
Theory and algorithms for application domains,Theory of randomized search heuristics,10003752_7,train
Semantics and reasoning,Program constructs,10003752_8,train
Program constructs,Control primitives,10003752_8,train
Program constructs,Functional constructs,10003752_8,train
Program constructs,Object oriented constructs,10003752_8,train
Program constructs,Program schemes,10003752_8,train
Program constructs,Type structures,10003752_8,train
Semantics and reasoning,Program semantics,10003752_8,train
Program semantics,Algebraic semantics,10003752_8,train
Program semantics,Denotational semantics,10003752_8,train
Program semantics,Operational semantics,10003752_8,train
Program semantics,Axiomatic semantics,10003752_8,train
Program semantics,Action semantics,10003752_8,train
Program semantics,Categorical semantics,10003752_8,train
Semantics and reasoning,Program reasoning,10003752_8,train
Program reasoning,Invariants,10003752_8,train
Program reasoning,Program specifications,10003752_8,train
Program reasoning,Pre- and post-conditions,10003752_8,train
Program reasoning,Program verification,10003752_8,train
Program reasoning,Program analysis,10003752_8,train
Program reasoning,Assertions,10003752_8,train
Program reasoning,Parsing,10003752_8,train
Program reasoning,Abstraction,10003752_8,train
Symbolic and algebraic manipulation,Symbolic and algebraic algorithms,10010147_1,train
Symbolic and algebraic algorithms,Combinatorial algorithms,10010147_1,train
Symbolic and algebraic algorithms,Algebraic algorithms,10010147_1,train
Symbolic and algebraic algorithms,Nonalgebraic algorithms,10010147_1,train
Symbolic and algebraic algorithms,Symbolic calculus algorithms,10010147_1,train
Symbolic and algebraic algorithms,Exact arithmetic algorithms,10010147_1,train
Symbolic and algebraic algorithms,Hybrid symbolic-numeric methods,10010147_1,train
Symbolic and algebraic algorithms,Discrete calculus algorithms,10010147_1,train
Symbolic and algebraic algorithms,Number theory algorithms,10010147_1,train
Symbolic and algebraic algorithms,Equation and inequality solving algorithms,10010147_1,train
Symbolic and algebraic algorithms,Linear algebra algorithms,10010147_1,train
Symbolic and algebraic algorithms,Theorem proving algorithms,10010147_1,train
Symbolic and algebraic algorithms,Boolean algebra algorithms,10010147_1,train
Symbolic and algebraic algorithms,Optimization algorithms,10010147_1,train
Symbolic and algebraic manipulation,Computer algebra systems,10010147_1,train
Computer algebra systems,Special-purpose algebraic systems,10010147_1,train
Symbolic and algebraic manipulation,Representation of mathematical objects,10010147_1,train
Representation of mathematical objects,Representation of exact numbers,10010147_1,train
Representation of mathematical objects,Representation of mathematical functions,10010147_1,train
Representation of mathematical objects,Representation of Boolean functions,10010147_1,train
Representation of mathematical objects,Representation of polynomials,10010147_1,train
Parallel computing methodologies,Parallel algorithms,10010147_2,val
Parallel computing methodologies,Parallel programming languages,10010147_2,val
Artificial intelligence,Natural language processing,10010147_3,test
Natural language processing,Information extraction,10010147_3,test
Natural language processing,Machine translation,10010147_3,test
Natural language processing,"Discourse, dialogue and pragmatics",10010147_3,test
Natural language processing,Natural language generation,10010147_3,test
Natural language processing,Speech recognition,10010147_3,test
Natural language processing,Lexical semantics,10010147_3,test
Natural language processing,Phonology / morphology,10010147_3,test
Natural language processing,Language resources,10010147_3,test
Artificial intelligence,Knowledge representation and reasoning,10010147_3,test
Knowledge representation and reasoning,Description logics,10010147_3,test
Knowledge representation and reasoning,Semantic networks,10010147_3,test
Knowledge representation and reasoning,"Nonmonotonic, default reasoning and belief revision",10010147_3,test
Knowledge representation and reasoning,Probabilistic reasoning,10010147_3,test
Knowledge representation and reasoning,Vagueness and fuzzy logic,10010147_3,test
Knowledge representation and reasoning,Causal reasoning and diagnostics,10010147_3,test
Knowledge representation and reasoning,Temporal reasoning,10010147_3,test
Knowledge representation and reasoning,Cognitive robotics,10010147_3,test
Knowledge representation and reasoning,Ontology engineering,10010147_3,test
Knowledge representation and reasoning,Logic programming and answer set programming,10010147_3,test
Knowledge representation and reasoning,Spatial and physical reasoning,10010147_3,test
Knowledge representation and reasoning,Reasoning about belief and knowledge,10010147_3,test
Artificial intelligence,Planning and scheduling,10010147_3,test
Planning and scheduling,Planning for deterministic actions,10010147_3,test
Planning and scheduling,Planning under uncertainty,10010147_3,test
Planning and scheduling,Multi-agent planning,10010147_3,test
Planning and scheduling,Planning with abstraction and generalization,10010147_3,test
Planning and scheduling,Robotic planning,10010147_3,test
Robotic planning,Evolutionary robotics,10010147_3,test
Artificial intelligence,Search methodologies,10010147_3,test
Search methodologies,Heuristic function construction,10010147_3,test
Search methodologies,Discrete space search,10010147_3,test
Search methodologies,Continuous space search,10010147_3,test
Search methodologies,Randomized search,10010147_3,test
Search methodologies,Game tree search,10010147_3,test
Search methodologies,Abstraction and micro-operators,10010147_3,test
Search methodologies,Search with partial observations,10010147_3,test
Artificial intelligence,Control methods,10010147_3,test
Control methods,Computational control theory,10010147_3,test
Control methods,Motion path planning,10010147_3,test
Artificial intelligence,Philosophical/theoretical foundations of artificial intelligence,10010147_3,test
Philosophical/theoretical foundations of artificial intelligence,Cognitive science,10010147_3,test
Philosophical/theoretical foundations of artificial intelligence,Theory of mind,10010147_3,test
Artificial intelligence,Distributed artificial intelligence,10010147_3,test
Distributed artificial intelligence,Multi-agent systems,10010147_3,test
Distributed artificial intelligence,Intelligent agents,10010147_3,test
Distributed artificial intelligence,Mobile agents,10010147_3,test
Distributed artificial intelligence,Cooperation and coordination,10010147_3,test
Artificial intelligence,Computer vision,10010147_3,test
Computer vision,Computer vision tasks,10010147_3,test
Computer vision tasks,Biometrics,10010147_3,test
Computer vision tasks,Scene understanding,10010147_3,test
Computer vision tasks,Activity recognition and understanding,10010147_3,test
Computer vision tasks,Video summarization,10010147_3,test
Computer vision tasks,Visual content-based indexing and retrieval,10010147_3,test
Computer vision tasks,Visual inspection,10010147_3,test
Computer vision tasks,Vision for robotics,10010147_3,test
Computer vision tasks,Scene anomaly detection,10010147_3,test
Computer vision,Image and video acquisition,10010147_3,test
Image and video acquisition,Camera calibration,10010147_3,test
Image and video acquisition,Epipolar geometry,10010147_3,test
Image and video acquisition,Computational photography,10010147_3,test
Image and video acquisition,Hyperspectral imaging,10010147_3,test
Image and video acquisition,Motion capture,10010147_3,test
Image and video acquisition,3D imaging,10010147_3,test
Image and video acquisition,Active vision,10010147_3,test
Computer vision,Computer vision representations,10010147_3,test
Computer vision representations,Image representations,10010147_3,test
Computer vision representations,Shape representations,10010147_3,test
Computer vision representations,Appearance and texture representations,10010147_3,test
Computer vision representations,Hierarchical representations,10010147_3,test
Computer vision,Computer vision problems,10010147_3,test
Computer vision problems,Interest point and salient region detections,10010147_3,test
Computer vision problems,Image segmentation,10010147_3,test
Computer vision problems,Video segmentation,10010147_3,test
Computer vision problems,Shape inference,10010147_3,test
Computer vision problems,Object detection,10010147_3,test
Computer vision problems,Object recognition,10010147_3,test
Computer vision problems,Object identification,10010147_3,test
Computer vision problems,Tracking,10010147_3,test
Computer vision problems,Reconstruction,10010147_3,test
Computer vision problems,Matching,10010147_3,test
Machine learning,Learning paradigms,10010147_4,train
Learning paradigms,Supervised learning,10010147_4,train
Supervised learning,Ranking,10010147_4,train
Supervised learning,Learning to rank,10010147_4,train
Supervised learning,Supervised learning by classification,10010147_4,train
Supervised learning,Supervised learning by regression,10010147_4,train
Supervised learning,Structured outputs,10010147_4,train
Supervised learning,Cost-sensitive learning,10010147_4,train
Learning paradigms,Unsupervised learning,10010147_4,train
Unsupervised learning,Cluster analysis,10010147_4,train
Unsupervised learning,Anomaly detection,10010147_4,train
Unsupervised learning,Mixture modeling,10010147_4,train
Unsupervised learning,Topic modeling,10010147_4,train
Unsupervised learning,Source separation,10010147_4,train
Unsupervised learning,Motif discovery,10010147_4,train
Unsupervised learning,Dimensionality reduction and manifold learning,10010147_4,train
Learning paradigms,Reinforcement learning,10010147_4,train
Learning paradigms,Multi-task learning,10010147_4,train
Multi-task learning,Transfer learning,10010147_4,train
Multi-task learning,Lifelong machine learning,10010147_4,train
Multi-task learning,Learning under covariate shift,10010147_4,train
Machine learning,Learning settings,10010147_4,train
Learning settings,Batch learning,10010147_4,train
Learning settings,Online learning settings,10010147_4,train
Learning settings,Learning from demonstrations,10010147_4,train
Learning settings,Learning from critiques,10010147_4,train
Learning settings,Learning from implicit feedback,10010147_4,train
Learning settings,Active learning settings,10010147_4,train
Learning settings,Semi-supervised learning settings,10010147_4,train
Machine learning,Machine learning approaches,10010147_4,train
Machine learning approaches,Classification and regression trees,10010147_4,train
Machine learning approaches,Kernel methods,10010147_4,train
Machine learning approaches,Neural networks,10010147_4,train
Machine learning approaches,Logical and relational learning,10010147_4,train
Logical and relational learning,Inductive logic learning,10010147_4,train
Logical and relational learning,Statistical relational learning,10010147_4,train
Machine learning approaches,Learning in probabilistic graphical models,10010147_4,train
Learning in probabilistic graphical models,Maximum likelihood modeling,10010147_4,train
Learning in probabilistic graphical models,Maximum entropy modeling,10010147_4,train
Learning in probabilistic graphical models,Maximum a posteriori modeling,10010147_4,train
Learning in probabilistic graphical models,Mixture models,10010147_4,train
Learning in probabilistic graphical models,Latent variable models,10010147_4,train
Learning in probabilistic graphical models,Bayesian network models,10010147_4,train
