,parent_x,child_x,group_x,compare,parent_y,child_y,group_y
645,contact,negative_pole,666,contactnegative_pole666,contact,negative_pole,666.0
646,contact,p-n_junction,666,contactp-n_junction666,contact,p-n_junction,666.0
647,contact,electrical_contact,666,contactelectrical_contact666,contact,electrical_contact,666.0
648,contact,positive_pole,666,contactpositive_pole666,contact,positive_pole,666.0
649,contact,sound_bow,666,contactsound_bow666,contact,sound_bow,666.0
650,contact,terminal,666,contactterminal666,contact,terminal,666.0
651,contact,tread,666,contacttread666,contact,tread,666.0
652,contact,anode,666,contactanode666,contact,anode,666.0
653,contact,short_circuit,666,contactshort_circuit666,contact,short_circuit,666.0
654,contact,distributor_point,666,contactdistributor_point666,contact,distributor_point,666.0
655,weld,spot_weld,666,weldspot_weld666,weld,spot_weld,666.0
656,terminal,negative_pole,666,terminalnegative_pole666,,,
657,terminal,positive_pole,666,terminalpositive_pole666,,,
658,terminal,anode,666,terminalanode666,,,
659,hinge,tee_hinge,666,hingetee_hinge666,hinge,tee_hinge,666.0
660,hinge,butt_hinge,666,hingebutt_hinge666,hinge,butt_hinge,666.0
661,hinge,strap_hinge,666,hingestrap_hinge666,hinge,strap_hinge,666.0
662,drive,thirst,667,drivethirst667,drive,thirst,667.0
663,drive,hunger,667,drivehunger667,drive,hunger,667.0
664,drive,ischemic_anoxia,667,driveischemic_anoxia667,drive,ischemic_anoxia,667.0
665,drive,polydipsia,667,drivepolydipsia667,drive,polydipsia,667.0
666,drive,ischemic_hypoxia,667,driveischemic_hypoxia667,drive,ischemic_hypoxia,667.0
667,drive,starvation,667,drivestarvation667,drive,starvation,667.0
668,drive,suffocation,667,drivesuffocation667,drive,suffocation,667.0
669,drive,dehydration,667,drivedehydration667,drive,dehydration,667.0
670,drive,sex_drive,667,drivesex_drive667,drive,sex_drive,667.0
671,drive,altitude_sickness,667,drivealtitude_sickness667,drive,altitude_sickness,667.0
672,drive,anoxia,667,driveanoxia667,drive,anoxia,667.0
673,drive,hypoxia,667,drivehypoxia667,drive,hypoxia,667.0
674,drive,anoxic_anoxia,667,driveanoxic_anoxia667,drive,anoxic_anoxia,667.0
675,drive,bulimia,667,drivebulimia667,drive,bulimia,667.0
676,drive,anemic_hypoxia,667,driveanemic_hypoxia667,drive,anemic_hypoxia,667.0
677,drive,emptiness,667,driveemptiness667,drive,emptiness,667.0
678,drive,edacity,667,driveedacity667,drive,edacity,667.0
679,drive,undernourishment,667,driveundernourishment667,drive,undernourishment,667.0
680,drive,hypoxic_hypoxia,667,drivehypoxic_hypoxia667,drive,hypoxic_hypoxia,667.0
681,drive,mountain_sickness,667,drivemountain_sickness667,drive,mountain_sickness,667.0
682,drive,anemic_anoxia,667,driveanemic_anoxia667,drive,anemic_anoxia,667.0
683,thirst,polydipsia,667,thirstpolydipsia667,thirst,polydipsia,667.0
684,thirst,dehydration,667,thirstdehydration667,thirst,dehydration,667.0
685,hunger,starvation,667,hungerstarvation667,hunger,starvation,667.0
686,hunger,bulimia,667,hungerbulimia667,hunger,bulimia,667.0
687,hunger,emptiness,667,hungeremptiness667,,,
688,hunger,edacity,667,hungeredacity667,,,
689,hunger,undernourishment,667,hungerundernourishment667,hunger,undernourishment,667.0
690,anoxia,ischemic_anoxia,667,anoxiaischemic_anoxia667,anoxia,ischemic_anoxia,667.0
691,anoxia,anoxic_anoxia,667,anoxiaanoxic_anoxia667,anoxia,anoxic_anoxia,667.0
692,anoxia,anemic_anoxia,667,anoxiaanemic_anoxia667,anoxia,anemic_anoxia,667.0
693,hypoxia,ischemic_anoxia,667,hypoxiaischemic_anoxia667,,,
694,hypoxia,ischemic_hypoxia,667,hypoxiaischemic_hypoxia667,hypoxia,ischemic_hypoxia,667.0
695,hypoxia,suffocation,667,hypoxiasuffocation667,,,
696,hypoxia,altitude_sickness,667,hypoxiaaltitude_sickness667,,,
697,hypoxia,anoxia,667,hypoxiaanoxia667,,,
698,hypoxia,anoxic_anoxia,667,hypoxiaanoxic_anoxia667,,,
699,hypoxia,anemic_hypoxia,667,hypoxiaanemic_hypoxia667,hypoxia,anemic_hypoxia,667.0
700,hypoxia,hypoxic_hypoxia,667,hypoxiahypoxic_hypoxia667,hypoxia,hypoxic_hypoxia,667.0
701,hypoxia,mountain_sickness,667,hypoxiamountain_sickness667,,,
702,hypoxia,anemic_anoxia,667,hypoxiaanemic_anoxia667,,,
703,altitude_sickness,mountain_sickness,667,altitude_sicknessmountain_sickness667,,,
704,emission,photoemission,668,emissionphotoemission668,,,
705,emission,neutron_radiation,668,emissionneutron_radiation668,,,
706,emission,photoelectric_emission,668,emissionphotoelectric_emission668,,,
707,emission,radiation,668,emissionradiation668,,,
708,emission,thermionic_emission,668,emissionthermionic_emission668,,,
709,emission,secondary_emission,668,emissionsecondary_emission668,,,
710,emission,corpuscular_radiation,668,emissioncorpuscular_radiation668,,,
711,emission,beta_radiation,668,emissionbeta_radiation668,,,
712,emission,alpha_radiation,668,emissionalpha_radiation668,,,
713,emission,field_emission,668,emissionfield_emission668,emission,field_emission,668.0
714,radiation,neutron_radiation,668,radiationneutron_radiation668,radiation,neutron_radiation,668.0
715,radiation,corpuscular_radiation,668,radiationcorpuscular_radiation668,radiation,corpuscular_radiation,668.0
716,radiation,beta_radiation,668,radiationbeta_radiation668,radiation,beta_radiation,668.0
717,radiation,alpha_radiation,668,radiationalpha_radiation668,radiation,alpha_radiation,668.0
718,corpuscular_radiation,neutron_radiation,668,corpuscular_radiationneutron_radiation668,,,
719,corpuscular_radiation,beta_radiation,668,corpuscular_radiationbeta_radiation668,,,
720,corpuscular_radiation,alpha_radiation,668,corpuscular_radiationalpha_radiation668,,,
721,union,contact,669,unioncontact669,,,
722,union,coalition,669,unioncoalition669,,,
723,union,coherence,669,unioncoherence669,,,
724,union,federalization,669,unionfederalization669,,,
725,union,neuromuscular_junction,669,unionneuromuscular_junction669,,,
726,union,connection,669,unionconnection669,,,
727,union,tangency,669,uniontangency669,,,
728,union,anastomosis,669,unionanastomosis669,union,anastomosis,669.0
729,union,alliance,669,unionalliance669,,,
730,union,continuity,669,unioncontinuity669,,,
731,union,association,669,unionassociation669,,,
732,union,concatenation,669,unionconcatenation669,,,
733,union,synapse,669,unionsynapse669,,,
734,union,syncretism,669,unionsyncretism669,,,
735,union,junction,669,unionjunction669,,,
736,union,consistency,669,unionconsistency669,,,
737,union,interconnection,669,unioninterconnection669,,,
738,union,osculation,669,unionosculation669,,,
739,union,marriage,669,unionmarriage669,union,marriage,669.0
740,contact,tangency,669,contacttangency669,,,
741,contact,osculation,669,contactosculation669,,,
742,connection,contact,669,connectioncontact669,connection,contact,669.0
743,connection,coherence,669,connectioncoherence669,connection,coherence,669.0
744,connection,tangency,669,connectiontangency669,connection,tangency,669.0
745,connection,continuity,669,connectioncontinuity669,connection,continuity,669.0
746,connection,concatenation,669,connectionconcatenation669,connection,concatenation,669.0
747,connection,consistency,669,connectionconsistency669,connection,consistency,669.0
748,connection,interconnection,669,connectioninterconnection669,connection,interconnection,669.0
749,connection,osculation,669,connectionosculation669,connection,osculation,669.0
750,coalition,federalization,669,coalitionfederalization669,,,
751,coalition,alliance,669,coalitionalliance669,,,
752,coherence,continuity,669,coherencecontinuity669,,,
753,coherence,consistency,669,coherenceconsistency669,,,
754,synapse,neuromuscular_junction,669,synapseneuromuscular_junction669,,,
755,junction,neuromuscular_junction,669,junctionneuromuscular_junction669,junction,neuromuscular_junction,669.0
756,junction,anastomosis,669,junctionanastomosis669,,,
757,junction,synapse,669,junctionsynapse669,,,
758,baseball,two-hitter,670,baseballtwo-hitter670,,,
759,baseball,hardball,670,baseballhardball670,,,
760,baseball,one-hitter,670,baseballone-hitter670,baseball,one-hitter,670.0
761,baseball,five-hitter,670,baseballfive-hitter670,,,
762,baseball,ball,670,baseballball670,,,
763,baseball,four-hitter,670,baseballfour-hitter670,,,
764,baseball,stickball,670,baseballstickball670,,,
765,baseball,steal,670,baseballsteal670,,,
766,baseball,no-hit_game,670,baseballno-hit_game670,,,
767,baseball,rounders,670,baseballrounders670,,,
768,baseball,softball,670,baseballsoftball670,,,
769,baseball,perfect_game,670,baseballperfect_game670,,,
770,baseball,daisy_cutter,670,baseballdaisy_cutter670,,,
771,baseball,professional_baseball,670,baseballprofessional_baseball670,baseball,professional_baseball,670.0
772,baseball,three-hitter,670,baseballthree-hitter670,,,
773,ball_game,two-hitter,670,ball_gametwo-hitter670,ball_game,two-hitter,670.0
774,ball_game,hardball,670,ball_gamehardball670,ball_game,hardball,670.0
775,ball_game,one-hitter,670,ball_gameone-hitter670,ball_game,one-hitter,670.0
776,ball_game,five-hitter,670,ball_gamefive-hitter670,ball_game,five-hitter,670.0
777,ball_game,baseball,670,ball_gamebaseball670,ball_game,baseball,670.0
778,ball_game,ball,670,ball_gameball670,ball_game,ball,670.0
779,ball_game,four-hitter,670,ball_gamefour-hitter670,ball_game,four-hitter,670.0
780,ball_game,stickball,670,ball_gamestickball670,ball_game,stickball,670.0
781,ball_game,steal,670,ball_gamesteal670,ball_game,steal,670.0
782,ball_game,no-hit_game,670,ball_gameno-hit_game670,ball_game,no-hit_game,670.0
783,ball_game,rounders,670,ball_gamerounders670,ball_game,rounders,670.0
784,ball_game,softball,670,ball_gamesoftball670,ball_game,softball,670.0
785,ball_game,perfect_game,670,ball_gameperfect_game670,ball_game,perfect_game,670.0
786,ball_game,daisy_cutter,670,ball_gamedaisy_cutter670,ball_game,daisy_cutter,670.0
787,ball_game,professional_baseball,670,ball_gameprofessional_baseball670,ball_game,professional_baseball,670.0
788,ball_game,three-hitter,670,ball_gamethree-hitter670,ball_game,three-hitter,670.0
789,ball,daisy_cutter,670,balldaisy_cutter670,ball,daisy_cutter,670.0
790,return,drive,671,returndrive671,,,
791,return,half_volley,671,returnhalf_volley671,,,
792,return,get,671,returnget671,,,
793,return,backhand,671,returnbackhand671,,,
794,return,volley,671,returnvolley671,,,
795,return,forehand_drive,671,returnforehand_drive671,,,
796,return,overhead,671,returnoverhead671,,,
797,return,two-handed_backhand,671,returntwo-handed_backhand671,,,
798,return,backhand_drive,671,returnbackhand_drive671,,,
799,return,passing_shot,671,returnpassing_shot671,,,
800,return,chop,671,returnchop671,,,
801,return,lob,671,returnlob671,,,
802,return,drop_shot,671,returndrop_shot671,,,
803,return,ground_stroke,671,returnground_stroke671,,,
804,return,forehand,671,returnforehand671,,,
805,drive,forehand_drive,671,driveforehand_drive671,drive,forehand_drive,671.0
806,drive,backhand_drive,671,drivebackhand_drive671,drive,backhand_drive,671.0
807,tennis_stroke,drive,671,tennis_strokedrive671,,,
808,tennis_stroke,half_volley,671,tennis_strokehalf_volley671,tennis_stroke,half_volley,671.0
809,tennis_stroke,get,671,tennis_strokeget671,,,
810,tennis_stroke,backhand,671,tennis_strokebackhand671,,,
811,tennis_stroke,volley,671,tennis_strokevolley671,tennis_stroke,volley,671.0
812,tennis_stroke,forehand_drive,671,tennis_strokeforehand_drive671,,,
813,tennis_stroke,footfault,671,tennis_strokefootfault671,,,
814,tennis_stroke,overhead,671,tennis_strokeoverhead671,,,
815,tennis_stroke,double_fault,671,tennis_strokedouble_fault671,,,
816,tennis_stroke,ace,671,tennis_strokeace671,,,
817,tennis_stroke,let,671,tennis_strokelet671,,,
818,tennis_stroke,two-handed_backhand,671,tennis_stroketwo-handed_backhand671,,,
819,tennis_stroke,backhand_drive,671,tennis_strokebackhand_drive671,,,
820,tennis_stroke,passing_shot,671,tennis_strokepassing_shot671,,,
821,tennis_stroke,chop,671,tennis_strokechop671,,,
822,tennis_stroke,lob,671,tennis_strokelob671,,,
823,tennis_stroke,drop_shot,671,tennis_strokedrop_shot671,,,
824,tennis_stroke,serve,671,tennis_strokeserve671,,,
825,tennis_stroke,ground_stroke,671,tennis_strokeground_stroke671,,,
826,tennis_stroke,forehand,671,tennis_strokeforehand671,,,
827,tennis_stroke,return,671,tennis_strokereturn671,,,
828,tennis_stroke,fault,671,tennis_strokefault671,,,
829,backhand,two-handed_backhand,671,backhandtwo-handed_backhand671,backhand,two-handed_backhand,671.0
830,serve,footfault,671,servefootfault671,,,
831,serve,double_fault,671,servedouble_fault671,,,
832,serve,ace,671,serveace671,,,
833,serve,let,671,servelet671,,,
834,serve,fault,671,servefault671,,,
835,fault,footfault,671,faultfootfault671,fault,footfault,671.0
836,fault,double_fault,671,faultdouble_fault671,fault,double_fault,671.0
837,acuity,oxyopia,672,acuityoxyopia672,,,
838,acuity,twenty-twenty,672,acuitytwenty-twenty672,,,
839,modality,oxyopia,672,modalityoxyopia672,modality,oxyopia,672.0
840,modality,binocular_vision,672,modalitybinocular_vision672,modality,binocular_vision,672.0
841,modality,stigmatism,672,modalitystigmatism672,modality,stigmatism,672.0
842,modality,monocular_vision,672,modalitymonocular_vision672,modality,monocular_vision,672.0
843,modality,taste,672,modalitytaste672,modality,taste,672.0
844,modality,stereoscopic_vision,672,modalitystereoscopic_vision672,modality,stereoscopic_vision,672.0
845,modality,absolute_pitch,672,modalityabsolute_pitch672,modality,absolute_pitch,672.0
846,modality,eyesight,672,modalityeyesight672,modality,eyesight,672.0
847,modality,twenty-twenty,672,modalitytwenty-twenty672,modality,twenty-twenty,672.0
848,modality,achromatic_vision,672,modalityachromatic_vision672,modality,achromatic_vision,672.0
849,modality,color_vision,672,modalitycolor_vision672,modality,color_vision,672.0
850,modality,night_vision,672,modalitynight_vision672,modality,night_vision,672.0
851,modality,daylight_vision,672,modalitydaylight_vision672,modality,daylight_vision,672.0
852,modality,acuity,672,modalityacuity672,modality,acuity,672.0
853,modality,peripheral_vision,672,modalityperipheral_vision672,modality,peripheral_vision,672.0
854,modality,nose,672,modalitynose672,modality,nose,672.0
855,modality,smell,672,modalitysmell672,modality,smell,672.0
856,modality,near_vision,672,modalitynear_vision672,modality,near_vision,672.0
857,modality,touch,672,modalitytouch672,modality,touch,672.0
858,modality,somatosense,672,modalitysomatosense672,modality,somatosense,672.0
859,modality,hearing,672,modalityhearing672,modality,hearing,672.0
860,modality,ear,672,modalityear672,modality,ear,672.0
861,modality,kinesthesia,672,modalitykinesthesia672,modality,kinesthesia,672.0
862,modality,distance_vision,672,modalitydistance_vision672,modality,distance_vision,672.0
863,modality,sight,672,modalitysight672,modality,sight,672.0
864,modality,central_vision,672,modalitycentral_vision672,modality,central_vision,672.0
865,modality,foveal_vision,672,modalityfoveal_vision672,modality,foveal_vision,672.0
866,sight,oxyopia,672,sightoxyopia672,sight,oxyopia,672.0
867,sight,binocular_vision,672,sightbinocular_vision672,,,
868,sight,stigmatism,672,sightstigmatism672,,,
869,sight,monocular_vision,672,sightmonocular_vision672,,,
870,sight,stereoscopic_vision,672,sightstereoscopic_vision672,sight,stereoscopic_vision,672.0
871,sight,eyesight,672,sighteyesight672,sight,eyesight,672.0
872,sight,twenty-twenty,672,sighttwenty-twenty672,,,
873,sight,achromatic_vision,672,sightachromatic_vision672,sight,achromatic_vision,672.0
874,sight,color_vision,672,sightcolor_vision672,sight,color_vision,672.0
875,sight,night_vision,672,sightnight_vision672,,,
876,sight,daylight_vision,672,sightdaylight_vision672,sight,daylight_vision,672.0
877,sight,acuity,672,sightacuity672,sight,acuity,672.0
878,sight,peripheral_vision,672,sightperipheral_vision672,sight,peripheral_vision,672.0
879,sight,near_vision,672,sightnear_vision672,sight,near_vision,672.0
880,sight,distance_vision,672,sightdistance_vision672,sight,distance_vision,672.0
881,sight,central_vision,672,sightcentral_vision672,sight,central_vision,672.0
882,sight,foveal_vision,672,sightfoveal_vision672,sight,foveal_vision,672.0
883,binocular_vision,stereoscopic_vision,672,binocular_visionstereoscopic_vision672,,,
884,hearing,absolute_pitch,672,hearingabsolute_pitch672,,,
885,hearing,ear,672,hearingear672,,,
886,daylight_vision,foveal_vision,672,daylight_visionfoveal_vision672,,,
887,smell,nose,672,smellnose672,,,
888,somatosense,touch,672,somatosensetouch672,,,
889,somatosense,kinesthesia,672,somatosensekinesthesia672,,,
890,minor_tranquilizer,benzodiazepine,673,minor_tranquilizerbenzodiazepine673,,,
891,minor_tranquilizer,alprazolam,673,minor_tranquilizeralprazolam673,,,
892,minor_tranquilizer,flurazepam,673,minor_tranquilizerflurazepam673,,,
893,minor_tranquilizer,oxazepam,673,minor_tranquilizeroxazepam673,,,
894,minor_tranquilizer,hydroxyzine_hydrochloride,673,minor_tranquilizerhydroxyzine_hydrochloride673,,,
895,minor_tranquilizer,lorazepam,673,minor_tranquilizerlorazepam673,,,
896,minor_tranquilizer,midazolam,673,minor_tranquilizermidazolam673,,,
897,minor_tranquilizer,triazolam,673,minor_tranquilizertriazolam673,,,
898,minor_tranquilizer,estazolam,673,minor_tranquilizerestazolam673,,,
899,minor_tranquilizer,chlordiazepoxide,673,minor_tranquilizerchlordiazepoxide673,,,
900,minor_tranquilizer,diazepam,673,minor_tranquilizerdiazepam673,,,
901,minor_tranquilizer,buspirone,673,minor_tranquilizerbuspirone673,,,
902,minor_tranquilizer,perphenazine,673,minor_tranquilizerperphenazine673,,,
903,minor_tranquilizer,temazepam,673,minor_tranquilizertemazepam673,,,
904,minor_tranquilizer,meprobamate,673,minor_tranquilizermeprobamate673,,,
905,minor_tranquilizer,nitrazepam,673,minor_tranquilizernitrazepam673,,,
906,benzodiazepine,alprazolam,673,benzodiazepinealprazolam673,,,
907,benzodiazepine,lorazepam,673,benzodiazepinelorazepam673,,,
908,benzodiazepine,midazolam,673,benzodiazepinemidazolam673,,,
909,benzodiazepine,triazolam,673,benzodiazepinetriazolam673,,,
910,benzodiazepine,estazolam,673,benzodiazepineestazolam673,,,
911,benzodiazepine,chlordiazepoxide,673,benzodiazepinechlordiazepoxide673,,,
912,benzodiazepine,diazepam,673,benzodiazepinediazepam673,,,
913,benzodiazepine,temazepam,673,benzodiazepinetemazepam673,,,
914,benzodiazepine,nitrazepam,673,benzodiazepinenitrazepam673,,,
915,tranquilizer,benzodiazepine,673,tranquilizerbenzodiazepine673,tranquilizer,benzodiazepine,673.0
916,tranquilizer,alprazolam,673,tranquilizeralprazolam673,tranquilizer,alprazolam,673.0
917,tranquilizer,molindone,673,tranquilizermolindone673,tranquilizer,molindone,673.0
918,tranquilizer,flurazepam,673,tranquilizerflurazepam673,tranquilizer,flurazepam,673.0
919,tranquilizer,thiothixene,673,tranquilizerthiothixene673,tranquilizer,thiothixene,673.0
920,tranquilizer,oxazepam,673,tranquilizeroxazepam673,tranquilizer,oxazepam,673.0
921,tranquilizer,major_tranquilizer,673,tranquilizermajor_tranquilizer673,tranquilizer,major_tranquilizer,673.0
922,tranquilizer,hydroxyzine_hydrochloride,673,tranquilizerhydroxyzine_hydrochloride673,tranquilizer,hydroxyzine_hydrochloride,673.0
923,tranquilizer,lorazepam,673,tranquilizerlorazepam673,tranquilizer,lorazepam,673.0
924,tranquilizer,fluphenazine,673,tranquilizerfluphenazine673,tranquilizer,fluphenazine,673.0
925,tranquilizer,midazolam,673,tranquilizermidazolam673,tranquilizer,midazolam,673.0
926,tranquilizer,diphenylbutyl_piperidine,673,tranquilizerdiphenylbutyl_piperidine673,tranquilizer,diphenylbutyl_piperidine,673.0
927,tranquilizer,triazolam,673,tranquilizertriazolam673,tranquilizer,triazolam,673.0
928,tranquilizer,thioridazine,673,tranquilizerthioridazine673,tranquilizer,thioridazine,673.0
929,tranquilizer,pimozide,673,tranquilizerpimozide673,tranquilizer,pimozide,673.0
930,tranquilizer,lithium_carbonate,673,tranquilizerlithium_carbonate673,tranquilizer,lithium_carbonate,673.0
931,tranquilizer,estazolam,673,tranquilizerestazolam673,tranquilizer,estazolam,673.0
932,tranquilizer,chlordiazepoxide,673,tranquilizerchlordiazepoxide673,tranquilizer,chlordiazepoxide,673.0
933,tranquilizer,chlorpromazine,673,tranquilizerchlorpromazine673,tranquilizer,chlorpromazine,673.0
934,tranquilizer,diazepam,673,tranquilizerdiazepam673,tranquilizer,diazepam,673.0
935,tranquilizer,minor_tranquilizer,673,tranquilizerminor_tranquilizer673,tranquilizer,minor_tranquilizer,673.0
936,tranquilizer,buspirone,673,tranquilizerbuspirone673,tranquilizer,buspirone,673.0
937,tranquilizer,loxapine,673,tranquilizerloxapine673,tranquilizer,loxapine,673.0
938,tranquilizer,clozapine,673,tranquilizerclozapine673,tranquilizer,clozapine,673.0
939,tranquilizer,perphenazine,673,tranquilizerperphenazine673,tranquilizer,perphenazine,673.0
940,tranquilizer,temazepam,673,tranquilizertemazepam673,tranquilizer,temazepam,673.0
941,tranquilizer,prochlorperazine,673,tranquilizerprochlorperazine673,tranquilizer,prochlorperazine,673.0
942,tranquilizer,meprobamate,673,tranquilizermeprobamate673,tranquilizer,meprobamate,673.0
943,tranquilizer,nitrazepam,673,tranquilizernitrazepam673,tranquilizer,nitrazepam,673.0
944,tranquilizer,haloperidol,673,tranquilizerhaloperidol673,tranquilizer,haloperidol,673.0
945,major_tranquilizer,molindone,673,major_tranquilizermolindone673,,,
946,major_tranquilizer,thiothixene,673,major_tranquilizerthiothixene673,,,
947,major_tranquilizer,fluphenazine,673,major_tranquilizerfluphenazine673,,,
948,major_tranquilizer,diphenylbutyl_piperidine,673,major_tranquilizerdiphenylbutyl_piperidine673,,,
949,major_tranquilizer,thioridazine,673,major_tranquilizerthioridazine673,,,
950,major_tranquilizer,pimozide,673,major_tranquilizerpimozide673,,,
951,major_tranquilizer,lithium_carbonate,673,major_tranquilizerlithium_carbonate673,,,
952,major_tranquilizer,chlorpromazine,673,major_tranquilizerchlorpromazine673,,,
953,major_tranquilizer,loxapine,673,major_tranquilizerloxapine673,,,
954,major_tranquilizer,clozapine,673,major_tranquilizerclozapine673,,,
955,major_tranquilizer,prochlorperazine,673,major_tranquilizerprochlorperazine673,,,
956,major_tranquilizer,haloperidol,673,major_tranquilizerhaloperidol673,,,
957,diphenylbutyl_piperidine,pimozide,673,diphenylbutyl_piperidinepimozide673,,,
958,stout,Guinness,674,stoutGuinness674,,,
959,beer,Guinness,674,beerGuinness674,beer,Guinness,674.0
960,beer,bock,674,beerbock674,beer,bock,674.0
961,beer,draft_beer,674,beerdraft_beer674,beer,draft_beer,674.0
962,beer,Pilsner,674,beerPilsner674,beer,Pilsner,674.0
963,beer,Weissbier,674,beerWeissbier674,beer,Weissbier,674.0
964,beer,bitter,674,beerbitter674,beer,bitter,674.0
965,beer,Burton,674,beerBurton674,beer,Burton,674.0
966,beer,Oktoberfest,674,beerOktoberfest674,beer,Oktoberfest,674.0
967,beer,stout,674,beerstout674,beer,stout,674.0
968,beer,ale,674,beerale674,beer,ale,674.0
969,beer,light_beer,674,beerlight_beer674,beer,light_beer,674.0
970,beer,lager,674,beerlager674,beer,lager,674.0
971,beer,pale_ale,674,beerpale_ale674,beer,pale_ale,674.0
972,beer,Weizenbock,674,beerWeizenbock674,beer,Weizenbock,674.0
973,beer,porter,674,beerporter674,beer,porter,674.0
974,beer,Munich_beer,674,beerMunich_beer674,beer,Munich_beer,674.0
975,beer,malt,674,beermalt674,beer,malt,674.0
976,beer,suds,674,beersuds674,beer,suds,674.0
977,beer,Weizenbier,674,beerWeizenbier674,beer,Weizenbier,674.0
978,ale,Guinness,674,aleGuinness674,,,
979,ale,Weissbier,674,aleWeissbier674,,,
980,ale,bitter,674,alebitter674,,,
981,ale,Burton,674,aleBurton674,,,
982,ale,stout,674,alestout674,,,
983,ale,pale_ale,674,alepale_ale674,,,
984,ale,Weizenbock,674,aleWeizenbock674,,,
985,ale,porter,674,aleporter674,,,
986,ale,Weizenbier,674,aleWeizenbier674,,,
987,lager,bock,674,lagerbock674,,,
988,lager,Pilsner,674,lagerPilsner674,,,
989,lager,Oktoberfest,674,lagerOktoberfest674,,,
990,lager,light_beer,674,lagerlight_beer674,,,
991,lager,Munich_beer,674,lagerMunich_beer674,,,
992,lager,malt,674,lagermalt674,,,
993,Weissbier,Weizenbock,674,WeissbierWeizenbock674,,,
994,Weissbier,Weizenbier,674,WeissbierWeizenbier674,,,
995,police,Schutzstaffel,675,policeSchutzstaffel675,,,
996,police,Europol,675,policeEuropol675,,,
997,police,Gestapo,675,policeGestapo675,,,
998,police,Mutawa'een,675,policeMutawa'een675,,,
999,police,secret_police,675,policesecret_police675,police,secret_police,675.0
1000,police,Royal_Canadian_Mounted_Police,675,policeRoyal_Canadian_Mounted_Police675,,,
1001,police,posse,675,policeposse675,,,
1002,police,Scotland_Yard,675,policeScotland_Yard675,,,
1003,police,gendarmerie,675,policegendarmerie675,,,
1004,law_enforcement_agency,Schutzstaffel,675,law_enforcement_agencySchutzstaffel675,law_enforcement_agency,Schutzstaffel,675.0
1005,law_enforcement_agency,police,675,law_enforcement_agencypolice675,law_enforcement_agency,police,675.0
1006,law_enforcement_agency,Europol,675,law_enforcement_agencyEuropol675,law_enforcement_agency,Europol,675.0
1007,law_enforcement_agency,Federal_Bureau_of_Prisons,675,law_enforcement_agencyFederal_Bureau_of_Prisons675,law_enforcement_agency,Federal_Bureau_of_Prisons,675.0
1008,law_enforcement_agency,Financial_Crimes_Enforcement_Network,675,law_enforcement_agencyFinancial_Crimes_Enforcement_Network675,law_enforcement_agency,Financial_Crimes_Enforcement_Network,675.0
1009,law_enforcement_agency,Gestapo,675,law_enforcement_agencyGestapo675,law_enforcement_agency,Gestapo,675.0
1010,law_enforcement_agency,Bureau_of_Alcohol_Tobacco_and_Firearms,675,law_enforcement_agencyBureau_of_Alcohol_Tobacco_and_Firearms675,law_enforcement_agency,Bureau_of_Alcohol_Tobacco_and_Firearms,675.0
1011,law_enforcement_agency,Mutawa'een,675,law_enforcement_agencyMutawa'een675,law_enforcement_agency,Mutawa'een,675.0
1012,law_enforcement_agency,Federal_Bureau_of_Investigation,675,law_enforcement_agencyFederal_Bureau_of_Investigation675,law_enforcement_agency,Federal_Bureau_of_Investigation,675.0
1013,law_enforcement_agency,Criminal_Investigation_Command,675,law_enforcement_agencyCriminal_Investigation_Command675,law_enforcement_agency,Criminal_Investigation_Command,675.0
1014,law_enforcement_agency,secret_police,675,law_enforcement_agencysecret_police675,law_enforcement_agency,secret_police,675.0
1015,law_enforcement_agency,Royal_Canadian_Mounted_Police,675,law_enforcement_agencyRoyal_Canadian_Mounted_Police675,law_enforcement_agency,Royal_Canadian_Mounted_Police,675.0
1016,law_enforcement_agency,posse,675,law_enforcement_agencyposse675,law_enforcement_agency,posse,675.0
1017,law_enforcement_agency,Scotland_Yard,675,law_enforcement_agencyScotland_Yard675,law_enforcement_agency,Scotland_Yard,675.0
1018,law_enforcement_agency,gendarmerie,675,law_enforcement_agencygendarmerie675,law_enforcement_agency,gendarmerie,675.0
1019,law_enforcement_agency,Federal_Judiciary,675,law_enforcement_agencyFederal_Judiciary675,law_enforcement_agency,Federal_Judiciary,675.0
1020,law_enforcement_agency,Federal_Law_Enforcement_Training_Center,675,law_enforcement_agencyFederal_Law_Enforcement_Training_Center675,law_enforcement_agency,Federal_Law_Enforcement_Training_Center,675.0
1021,law_enforcement_agency,Drug_Enforcement_Administration,675,law_enforcement_agencyDrug_Enforcement_Administration675,law_enforcement_agency,Drug_Enforcement_Administration,675.0
1022,law_enforcement_agency,National_Institute_of_Justice,675,law_enforcement_agencyNational_Institute_of_Justice675,law_enforcement_agency,National_Institute_of_Justice,675.0
1023,law_enforcement_agency,United_States_Marshals_Service,675,law_enforcement_agencyUnited_States_Marshals_Service675,law_enforcement_agency,United_States_Marshals_Service,675.0
1024,secret_police,Gestapo,675,secret_policeGestapo675,,,
1025,attractiveness,winsomeness,676,attractivenesswinsomeness676,attractiveness,winsomeness,676.0
1026,attractiveness,bewitchery,676,attractivenessbewitchery676,attractiveness,bewitchery,676.0
1027,attractiveness,adorability,676,attractivenessadorability676,attractiveness,adorability,676.0
1028,attractiveness,sultriness,676,attractivenesssultriness676,attractiveness,sultriness,676.0
