,parent,child,weight,group,compare
339,fungal_infection,tinea,0.618868350982666,664,fungal_infectiontinea664
340,fungal_infection,blastomycosis,0.6624370217323303,664,fungal_infectionblastomycosis664
341,fungal_infection,candidiasis,0.6505609154701233,664,fungal_infectioncandidiasis664
342,fungal_infection,coccidioidomycosis,0.6763874888420105,664,fungal_infectioncoccidioidomycosis664
343,fungal_infection,cryptococcosis,0.5946848392486572,664,fungal_infectioncryptococcosis664
344,fungal_infection,dermatomycosis,0.7289268374443054,664,fungal_infectiondermatomycosis664
345,fungal_infection,favus,0.6708039045333862,664,fungal_infectionfavus664
346,fungal_infection,keratomycosis,0.5530369281768799,664,fungal_infectionkeratomycosis664
347,fungal_infection,phycomycosis,0.6322365403175354,664,fungal_infectionphycomycosis664
348,zymosis,fungal_infection,0.21331480145454407,664,zymosisfungal_infection664
349,candidiasis,thrush,0.28044041991233826,664,candidiasisthrush664
350,phycomycosis,dhobi_itch,0.221493661403656,664,phycomycosisdhobi_itch664
351,phycomycosis,kerion,0.21153497695922852,664,phycomycosiskerion664
352,phycomycosis,chromoblastomycosis,0.4052174687385559,664,phycomycosischromoblastomycosis664
353,cancer,carcinoma,0.7943112254142761,665,cancercarcinoma665
354,cancer,leukemia,0.7471375465393066,665,cancerleukemia665
355,cancer,lymphoma,0.7861183285713196,665,cancerlymphoma665
356,cancer,sarcoma,0.6578942537307739,665,cancersarcoma665
357,neurosarcoma,embryonal_rhabdomyosarcoma,0.40279605984687805,665,neurosarcomaembryonal_rhabdomyosarcoma665
358,skin_cancer,epithelioma,0.5650920867919922,665,skin_cancerepithelioma665
359,skin_cancer,melanoma,0.5877029299736023,665,skin_cancermelanoma665
360,adenocarcinoma,pleomorphic_rhabdomyosarcoma,0.381044864654541,665,adenocarcinomapleomorphic_rhabdomyosarcoma665
361,adenocarcinoma,cancroid,0.33004727959632874,665,adenocarcinomacancroid665
362,adenocarcinoma,chronic_myelocytic_leukemia,0.3194723129272461,665,adenocarcinomachronic_myelocytic_leukemia665
363,adenocarcinoma,prostate_cancer,0.4910103976726532,665,adenocarcinomaprostate_cancer665
364,sarcoma,chronic_lymphocytic_leukemia,0.4717201590538025,665,sarcomachronic_lymphocytic_leukemia665
365,sarcoma,chondrosarcoma,0.3891126215457916,665,sarcomachondrosarcoma665
366,sarcoma,Ewing's_sarcoma,0.5698346495628357,665,sarcomaEwing's_sarcoma665
367,sarcoma,Kaposi's_sarcoma,0.6457399725914001,665,sarcomaKaposi's_sarcoma665
368,sarcoma,leiomyosarcoma,0.4714753329753876,665,sarcomaleiomyosarcoma665
369,sarcoma,liposarcoma,0.49863967299461365,665,sarcomaliposarcoma665
370,sarcoma,myosarcoma,0.36021625995635986,665,sarcomamyosarcoma665
371,sarcoma,neurosarcoma,0.4642163813114166,665,sarcomaneurosarcoma665
372,sarcoma,osteosarcoma,0.5433505177497864,665,sarcomaosteosarcoma665
373,sarcoma,rhabdomyosarcoma,0.4203699231147766,665,sarcomarhabdomyosarcoma665
374,sarcoma,Wilms'_tumor,0.3775685429573059,665,sarcomaWilms'_tumor665
375,sarcoma,Hodgkin's_disease,0.43271419405937195,665,sarcomaHodgkin's_disease665
376,sarcoma,seminoma,0.33731532096862793,665,sarcomaseminoma665
377,sarcoma,lymphoblastic_leukemia,0.3899027407169342,665,sarcomalymphoblastic_leukemia665
378,sarcoma,embryonal_carcinoma,0.4268532991409302,665,sarcomaembryonal_carcinoma665
379,leukemia,acute_leukemia,0.5950435996055603,665,leukemiaacute_leukemia665
380,leukemia,chronic_leukemia,0.5921485424041748,665,leukemiachronic_leukemia665
381,leukemia,myeloblastic_leukemia,0.40659525990486145,665,leukemiamyeloblastic_leukemia665
382,leukemia,monocytic_leukemia,0.5235655307769775,665,leukemiamonocytic_leukemia665
383,leukemia,lymphocytic_leukemia,0.5195361375808716,665,leukemialymphocytic_leukemia665
384,leukemia,myelocytic_leukemia,0.44520726799964905,665,leukemiamyelocytic_leukemia665
385,lung_cancer,alveolar_rhabdomyosarcoma,0.39111456274986267,665,lung_canceralveolar_rhabdomyosarcoma665
386,carcinoma,adenocarcinoma,0.5425577759742737,665,carcinomaadenocarcinoma665
387,carcinoma,breast_cancer,0.5361319184303284,665,carcinomabreast_cancer665
388,carcinoma,carcinoma_in_situ,0.5790148377418518,665,carcinomacarcinoma_in_situ665
389,carcinoma,colon_cancer,0.5188915133476257,665,carcinomacolon_cancer665
390,carcinoma,endometrial_carcinoma,0.6684526801109314,665,carcinomaendometrial_carcinoma665
391,carcinoma,hepatoma,0.4969640374183655,665,carcinomahepatoma665
392,carcinoma,liver_cancer,0.45771899819374084,665,carcinomaliver_cancer665
393,carcinoma,lung_cancer,0.5575554966926575,665,carcinomalung_cancer665
394,carcinoma,mesothelioma,0.5444541573524475,665,carcinomamesothelioma665
395,carcinoma,oat_cell_carcinoma,0.4340878427028656,665,carcinomaoat_cell_carcinoma665
396,carcinoma,oral_cancer,0.5904141664505005,665,carcinomaoral_cancer665
397,carcinoma,pancreatic_cancer,0.6036500930786133,665,carcinomapancreatic_cancer665
398,carcinoma,skin_cancer,0.44432199001312256,665,carcinomaskin_cancer665
399,carcinoma,trophoblastic_cancer,0.4834633767604828,665,carcinomatrophoblastic_cancer665
400,acute_leukemia,acute_myelocytic_leukemia,0.3929632306098938,665,acute_leukemiaacute_myelocytic_leukemia665
401,acute_leukemia,acute_lymphocytic_leukemia,0.5247976183891296,665,acute_leukemiaacute_lymphocytic_leukemia665
402,syphilis,secondary_syphilis,0.46614763140678406,666,syphilissecondary_syphilis666
403,syphilis,tertiary_syphilis,0.44613516330718994,666,syphilistertiary_syphilis666
404,syphilis,primary_syphilis,0.4193582832813263,666,syphilisprimary_syphilis666
405,syphilis,neurosyphilis,0.48982948064804077,666,syphilisneurosyphilis666
406,genital_herpes,tabes_dorsalis,0.421650230884552,666,genital_herpestabes_dorsalis666
407,genital_herpes,granuloma_inguinale,0.4308396875858307,666,genital_herpesgranuloma_inguinale666
408,venereal_disease,chlamydia,0.4823700487613678,666,venereal_diseasechlamydia666
409,venereal_disease,genital_herpes,0.5617967844009399,666,venereal_diseasegenital_herpes666
410,venereal_disease,gonorrhea,0.496832013130188,666,venereal_diseasegonorrhea666
411,venereal_disease,lymphogranuloma_venereum,0.5721277594566345,666,venereal_diseaselymphogranuloma_venereum666
412,venereal_disease,syphilis,0.4837372601032257,666,venereal_diseasesyphilis666
413,ischemic_stroke,sideroblastic_anemia,0.3855803310871124,667,ischemic_strokesideroblastic_anemia667
414,ischemic_stroke,chlorosis,0.4594839811325073,667,ischemic_strokechlorosis667
415,ischemic_stroke,transient_ischemic_attack,0.4489968419075012,667,ischemic_stroketransient_ischemic_attack667
416,ischemic_stroke,Cooley's_anemia,0.37477120757102966,667,ischemic_strokeCooley's_anemia667
417,ischemic_stroke,metaplastic_anemia,0.3721742331981659,667,ischemic_strokemetaplastic_anemia667
418,ischemic_stroke,megaloblastic_anemia,0.32709407806396484,667,ischemic_strokemegaloblastic_anemia667
419,anemia,aplastic_anemia,0.46696344017982483,667,anemiaaplastic_anemia667
420,anemia,Fanconi's_anemia,0.3450082540512085,667,anemiaFanconi's_anemia667
421,anemia,favism,0.33461546897888184,667,anemiafavism667
422,anemia,hemolytic_anemia,0.6259783506393433,667,anemiahemolytic_anemia667
423,anemia,hyperchromic_anemia,0.5316014289855957,667,anemiahyperchromic_anemia667
424,anemia,hypochromic_anemia,0.6121779084205627,667,anemiahypochromic_anemia667
425,anemia,hypoplastic_anemia,0.3725356161594391,667,anemiahypoplastic_anemia667
426,anemia,iron_deficiency_anemia,0.6260035634040833,667,anemiairon_deficiency_anemia667
427,anemia,ischemia,0.27872976660728455,667,anemiaischemia667
428,anemia,macrocytic_anemia,0.6103231310844421,667,anemiamacrocytic_anemia667
429,anemia,microcytic_anemia,0.597604513168335,667,anemiamicrocytic_anemia667
430,anemia,pernicious_anemia,0.561062216758728,667,anemiapernicious_anemia667
431,anemia,refractory_anemia,0.5419737696647644,667,anemiarefractory_anemia667
432,anemia,sickle-cell_anemia,0.5721930861473083,667,anemiasickle-cell_anemia667
433,hypochromic_anemia,thalassemia,0.21070224046707153,667,hypochromic_anemiathalassemia667
434,ischemia,ischemic_stroke,0.3962419331073761,667,ischemiaischemic_stroke667
435,refractory_anemia,erythroblastosis_fetalis,0.21828897297382355,667,refractory_anemiaerythroblastosis_fetalis667
436,monoclonal_antibody,immunoglobulin_D,0.783698320388794,668,monoclonal_antibodyimmunoglobulin_D668
437,monoclonal_antibody,immunoglobulin_A,0.8103570342063904,668,monoclonal_antibodyimmunoglobulin_A668
438,monoclonal_antibody,immunoglobulin_G,0.7973366975784302,668,monoclonal_antibodyimmunoglobulin_G668
439,antibody,ABO_antibodies,0.95485919713974,668,antibodyABO_antibodies668
440,antibody,agglutinin,0.9219851493835449,668,antibodyagglutinin668
441,antibody,antitoxin,0.8961064219474792,668,antibodyantitoxin668
442,antibody,autoantibody,0.9582503437995911,668,antibodyautoantibody668
443,antibody,heterophil_antibody,0.9692597985267639,668,antibodyheterophil_antibody668
444,antibody,immunoglobulin,0.9306929111480713,668,antibodyimmunoglobulin668
445,antibody,isoantibody,0.9465978145599365,668,antibodyisoantibody668
446,antibody,monoclonal_antibody,0.9080749750137329,668,antibodymonoclonal_antibody668
447,antibody,opsonin,0.9210956692695618,668,antibodyopsonin668
448,antibody,precipitin,0.8782979846000671,668,antibodyprecipitin668
449,antibody,Rh_antibody,0.9539017081260681,668,antibodyRh_antibody668
450,immunoglobulin_D,reagin,0.8298581838607788,668,immunoglobulin_Dreagin668
451,immunoglobulin_D,infliximab,0.8055069446563721,668,immunoglobulin_Dinfliximab668
452,immunoglobulin_D,antivenin,0.8496479392051697,668,immunoglobulin_Dantivenin668
453,autoantibody,rheumatoid_factor,0.8543071746826172,668,autoantibodyrheumatoid_factor668
454,heterophil_antibody,immunoglobulin_M,0.7844681143760681,668,heterophil_antibodyimmunoglobulin_M668
455,immunoglobulin,tetanus_antitoxin,0.749238908290863,668,immunoglobulintetanus_antitoxin668
456,immunoglobulin,isoagglutinin,0.8490046858787537,668,immunoglobulinisoagglutinin668
457,immunoglobulin,immunoglobulin_E,0.8411911725997925,668,immunoglobulinimmunoglobulin_E668
458,immunoglobulin,tetanus_immunoglobulin,0.7748934030532837,668,immunoglobulintetanus_immunoglobulin668
459,peptic_ulcer,duodenal_ulcer,0.6132495999336243,669,peptic_ulcerduodenal_ulcer669
460,canker,gastric_ulcer,0.6264621019363403,669,cankergastric_ulcer669
461,lesion,tubercle,0.7147079110145569,669,lesiontubercle669
462,lesion,ulcer,0.7654030323028564,669,lesionulcer669
463,ulcer,aphthous_ulcer,0.8240975737571716,669,ulceraphthous_ulcer669
464,ulcer,bedsore,0.4941542148590088,669,ulcerbedsore669
465,ulcer,canker,0.5954845547676086,669,ulcercanker669
466,ulcer,chancroid,0.5816299319267273,669,ulcerchancroid669
467,ulcer,noli-me-tangere,0.6596339344978333,669,ulcernoli-me-tangere669
468,ulcer,noma,0.5424197316169739,669,ulcernoma669
469,ulcer,peptic_ulcer,0.8275291323661804,669,ulcerpeptic_ulcer669
470,affliction,deformity,0.5765331387519836,670,afflictiondeformity670
471,valgus,talipes_equinus,0.2216239869594574,670,valgustalipes_equinus670
472,clubfoot,talipes_calcaneus,0.21125566959381104,670,clubfoottalipes_calcaneus670
473,clubfoot,talipes_valgus,0.17713065445423126,670,clubfoottalipes_valgus670
474,deformity,Arnold-Chiari_deformity,0.5307952761650085,670,deformityArnold-Chiari_deformity670
475,deformity,clawfoot,0.659505307674408,670,deformityclawfoot670
476,deformity,cleft_foot,0.6329533457756042,670,deformitycleft_foot670
477,deformity,clubfoot,0.41794076561927795,670,deformityclubfoot670
478,deformity,pigeon_breast,0.5258864760398865,670,deformitypigeon_breast670
479,deformity,plagiocephaly,0.5330877900123596,670,deformityplagiocephaly670
480,deformity,scaphocephaly,0.5042569637298584,670,deformityscaphocephaly670
481,deformity,valgus,0.7693675756454468,670,deformityvalgus670
482,deformity,varus,0.6810005307197571,670,deformityvarus670
483,neurodermatitis,poison_oak,0.41484683752059937,671,neurodermatitispoison_oak671
484,poison_ivy,poison_sumac,0.23319917917251587,671,poison_ivypoison_sumac671
485,atopic_dermatitis,poison_ivy,0.3035125732421875,671,atopic_dermatitispoison_ivy671
486,dermatitis,actinic_dermatitis,0.7208377718925476,671,dermatitisactinic_dermatitis671
487,dermatitis,atopic_dermatitis,0.7929165363311768,671,dermatitisatopic_dermatitis671
488,dermatitis,contact_dermatitis,0.808137059211731,671,dermatitiscontact_dermatitis671
489,dermatitis,cradle_cap,0.44359129667282104,671,dermatitiscradle_cap671
490,dermatitis,diaper_rash,0.5156992077827454,671,dermatitisdiaper_rash671
491,dermatitis,hypericism,0.62139493227005,671,dermatitishypericism671
492,dermatitis,neurodermatitis,0.8017206192016602,671,dermatitisneurodermatitis671
493,dermatitis,schistosome_dermatitis,0.7631039619445801,671,dermatitisschistosome_dermatitis671
494,dermatitis,seborrheic_dermatitis,0.8037427663803101,671,dermatitisseborrheic_dermatitis671
495,contact_dermatitis,bubble_gum_dermatitis,0.46679216623306274,671,contact_dermatitisbubble_gum_dermatitis671
496,contact_dermatitis,Rhus_dermatitis,0.5603838562965393,671,contact_dermatitisRhus_dermatitis671
497,diverticulum,Meckel's_diverticulum,0.6647043824195862,672,diverticulumMeckel's_diverticulum672
498,herniated_disc,keratocele,0.2725997865200043,672,herniated_disckeratocele672
499,herniated_disc,hernia,0.3527640700340271,672,herniated_dischernia672
500,colpocele,cystocele,0.16483481228351593,672,colpocelecystocele672
501,rupture,herniated_disc,0.41255950927734375,672,ruptureherniated_disc672
502,inguinal_hernia,rectocele,0.3001832962036133,672,inguinal_herniarectocele672
503,inguinal_hernia,eventration,0.2613169252872467,672,inguinal_herniaeventration672
504,hernia,colpocele,0.2262951135635376,672,herniacolpocele672
505,hernia,diverticulum,0.42274489998817444,672,herniadiverticulum672
506,hernia,exomphalos,0.329812616109848,672,herniaexomphalos672
507,hernia,hiatus_hernia,0.3982665240764618,672,herniahiatus_hernia672
508,hernia,inguinal_hernia,0.6650786995887756,672,herniainguinal_hernia672
509,hernia,umbilical_hernia,0.571729838848114,672,herniaumbilical_hernia672
510,hernia,laparocele,0.34155163168907166,672,hernialaparocele672
511,body_temperature,basal_body_temperature,0.6912732720375061,673,body_temperaturebasal_body_temperature673
512,blood_pressure,diastolic_pressure,0.5111798048019409,673,blood_pressurediastolic_pressure673
513,sign,vital_sign,0.7975074052810669,673,signvital_sign673
514,vital_sign,pulse,0.48787325620651245,673,vital_signpulse673
515,vital_sign,respiratory_rate,0.5313955545425415,673,vital_signrespiratory_rate673
516,vital_sign,blood_pressure,0.6742909550666809,673,vital_signblood_pressure673
517,pulse,systolic_pressure,0.5702788233757019,673,pulsesystolic_pressure673
518,pulse,venous_pressure,0.5358820557594299,673,pulsevenous_pressure673
519,pulse,arterial_pressure,0.5910163521766663,673,pulsearterial_pressure673
520,pulse,body_temperature,0.6889781355857849,673,pulsebody_temperature673
521,pulse,femoral_pulse,0.7161322236061096,673,pulsefemoral_pulse673
522,pulse,radial_pulse,0.7338138818740845,673,pulseradial_pulse673
523,fibrillation,atrial_fibrillation,0.585615336894989,674,fibrillationatrial_fibrillation674
524,fibrillation,ventricular_fibrillation,0.49687302112579346,674,fibrillationventricular_fibrillation674
525,spasm,blepharospasm,0.7515895366668701,674,spasmblepharospasm674
526,spasm,charley_horse,0.3112490773200989,674,spasmcharley_horse674
527,spasm,myoclonus,0.42399659752845764,674,spasmmyoclonus674
528,spasm,opisthotonos,0.5382209420204163,674,spasmopisthotonos674
529,spasm,trismus,0.4704074263572693,674,spasmtrismus674
530,spasm,tenesmus,0.488163024187088,674,spasmtenesmus674
531,spasm,writer's_cramp,0.4525448679924011,674,spasmwriter's_cramp674
532,spasm,twitch,0.3541887104511261,674,spasmtwitch674
533,tic,fasciculation,0.502234935760498,674,ticfasciculation674
534,tic,crick,0.5261446833610535,674,ticcrick674
535,twitch,blepharism,0.38234591484069824,674,twitchblepharism674
536,twitch,fibrillation,0.22283339500427246,674,twitchfibrillation674
537,twitch,tic,0.5399677157402039,674,twitchtic674
538,claustrophobia,cyberphobia,0.5369805693626404,675,claustrophobiacyberphobia675
539,claustrophobia,phobophobia,0.5107443332672119,675,claustrophobiaphobophobia675
540,claustrophobia,ailurophobia,0.5660227537155151,675,claustrophobiaailurophobia675
541,claustrophobia,cynophobia,0.5223219990730286,675,claustrophobiacynophobia675
542,claustrophobia,androphobia,0.4998880922794342,675,claustrophobiaandrophobia675
543,claustrophobia,taphephobia,0.5275680422782898,675,claustrophobiataphephobia675
544,claustrophobia,xenophobia,0.5210971236228943,675,claustrophobiaxenophobia675
545,claustrophobia,traumatophobia,0.5387022495269775,675,claustrophobiatraumatophobia675
546,social_phobia,gynophobia,0.4649137556552887,675,social_phobiagynophobia675
547,social_phobia,school_phobia,0.40479135513305664,675,social_phobiaschool_phobia675
548,simple_phobia,acrophobia,0.5386461615562439,675,simple_phobiaacrophobia675
549,simple_phobia,algophobia,0.5351480841636658,675,simple_phobiaalgophobia675
550,simple_phobia,aquaphobia,0.5332069993019104,675,simple_phobiaaquaphobia675
551,simple_phobia,astraphobia,0.5387101173400879,675,simple_phobiaastraphobia675
552,simple_phobia,claustrophobia,0.5413171052932739,675,simple_phobiaclaustrophobia675
553,simple_phobia,cryophobia,0.5347249507904053,675,simple_phobiacryophobia675
554,simple_phobia,hydrophobia,0.5199904441833496,675,simple_phobiahydrophobia675
555,simple_phobia,hypnophobia,0.5013259053230286,675,simple_phobiahypnophobia675
556,simple_phobia,mysophobia,0.5143119692802429,675,simple_phobiamysophobia675
557,simple_phobia,neophobia,0.496080607175827,675,simple_phobianeophobia675
558,simple_phobia,phonophobia,0.5190296173095703,675,simple_phobiaphonophobia675
559,simple_phobia,pyrophobia,0.554034411907196,675,simple_phobiapyrophobia675
560,simple_phobia,thanatophobia,0.5636652708053589,675,simple_phobiathanatophobia675
561,simple_phobia,triskaidekaphobia,0.5644629597663879,675,simple_phobiatriskaidekaphobia675
562,simple_phobia,zoophobia,0.5451793670654297,675,simple_phobiazoophobia675
563,neophobia,lepidophobia,0.5553441643714905,675,neophobialepidophobia675
564,neophobia,entomophobia,0.5860950946807861,675,neophobiaentomophobia675
565,neophobia,arachnophobia,0.5532276034355164,675,neophobiaarachnophobia675
566,neophobia,nyctophobia,0.5094466805458069,675,neophobianyctophobia675
567,neophobia,acarophobia,0.490478515625,675,neophobiaacarophobia675
568,neophobia,photophobia,0.4415316581726074,675,neophobiaphotophobia675
569,neophobia,musophobia,0.5041307210922241,675,neophobiamusophobia675
570,neophobia,satanophobia,0.5495293736457825,675,neophobiasatanophobia675
571,neophobia,automysophobia,0.569865882396698,675,neophobiaautomysophobia675
572,phobia,agoraphobia,0.7363582849502563,675,phobiaagoraphobia675
573,phobia,simple_phobia,0.807381808757782,675,phobiasimple_phobia675
574,phobia,social_phobia,0.7844530344009399,675,phobiasocial_phobia675
575,presenile_dementia,Pick's_disease,0.24099990725517273,676,presenile_dementiaPick's_disease676
576,insanity,craziness,0.5807753801345825,676,insanitycraziness676
577,insanity,derangement,0.5091344118118286,676,insanityderangement676
578,insanity,irrationality,0.663447380065918,676,insanityirrationality676
579,insanity,lunacy,0.6733640432357788,676,insanitylunacy676
580,lunacy,dementia,0.5583308339118958,676,lunacydementia676
581,lunacy,Alzheimer's_disease,0.544584333896637,676,lunacyAlzheimer's_disease676
582,dementia,alcoholic_dementia,0.581361711025238,676,dementiaalcoholic_dementia676
583,dementia,presenile_dementia,0.6228398680686951,676,dementiapresenile_dementia676
584,dementia,senile_dementia,0.6595050096511841,676,dementiasenile_dementia676
585,good_fortune,prosperity,0.704529881477356,677,good_fortuneprosperity677
586,health,fool's_paradise,0.8667334914207458,677,healthfool's_paradise677
587,health,success,0.8177919387817383,677,healthsuccess677
588,health,blessing,0.8459771871566772,677,healthblessing677
589,health,big_time,0.8793742656707764,677,healthbig_time677
590,health,mercy,0.8904207944869995,677,healthmercy677
591,prosperity,strength,0.7131194472312927,677,prosperitystrength677
592,prosperity,wellbeing,0.7476076483726501,677,prosperitywellbeing677
593,strength,pay_dirt,0.7737668752670288,677,strengthpay_dirt677
594,strength,health,0.9271636009216309,677,strengthhealth677
595,adversity,distress,0.5584114789962769,678,adversitydistress678
596,suffering,affliction,0.8004129528999329,678,sufferingaffliction678
597,distress,cross,0.5963824391365051,678,distresscross678
598,distress,ill-being,0.7339565753936768,678,distressill-being678
599,cross,anguish,0.885867714881897,678,crossanguish678
600,cross,pressure,0.9097033143043518,678,crosspressure678
601,cross,victimization,0.8839118480682373,678,crossvictimization678
602,cross,extremity,0.9327598810195923,678,crossextremity678
603,cross,catastrophe,0.9063279628753662,678,crosscatastrophe678
604,cross,nadir,0.9153488278388977,678,crossnadir678
605,cross,concentration_camp,0.8751723766326904,678,crossconcentration_camp678
606,cross,living_death,0.7482184767723083,678,crossliving_death678
607,cross,throe,0.9368431568145752,678,crossthroe678
608,cross,misery,0.9269548058509827,678,crossmisery678
609,cross,bitter_end,0.9109804630279541,678,crossbitter_end678
610,cross,suffering,0.9322868585586548,678,crosssuffering678
611,putridity,small-particle_pollution,0.5323083996772766,679,putriditysmall-particle_pollution679
612,impurity,admixture,0.770574152469635,679,impurityadmixture679
613,impurity,adulteration,0.8233925700187683,679,impurityadulteration679
614,impurity,contamination,0.7422115206718445,679,impuritycontamination679
615,impurity,dirtiness,0.7563412189483643,679,impuritydirtiness679
616,impurity,pollution,0.8438279032707214,679,impuritypollution679
617,impurity,putridity,0.7568670511245728,679,impurityputridity679
618,contamination,dust_contamination,0.752558171749115,679,contaminationdust_contamination679
619,air_pollution,acid_rain,0.39306244254112244,679,air_pollutionacid_rain679
620,air_pollution,industrial_air_pollution,0.7554005980491638,679,air_pollutionindustrial_air_pollution679
621,air_pollution,miasma,0.4498194456100464,679,air_pollutionmiasma679
622,air_pollution,smog,0.4513489007949829,679,air_pollutionsmog679
623,pollution,air_pollution,0.8691330552101135,679,pollutionair_pollution679
624,pollution,biodegradable_pollution,0.8046217560768127,679,pollutionbiodegradable_pollution679
625,pollution,noise_pollution,0.8156081438064575,679,pollutionnoise_pollution679
626,pollution,nonbiodegradable_pollution,0.8405731916427612,679,pollutionnonbiodegradable_pollution679
627,pollution,thermal_pollution,0.8373183608055115,679,pollutionthermal_pollution679
628,pollution,water_pollution,0.8653829097747803,679,pollutionwater_pollution679
629,air_pollution,industrial_air_pollution,0.7554005980491638,680,air_pollutionindustrial_air_pollution680
630,air_pollution,miasma,0.4498194456100464,680,air_pollutionmiasma680
631,air_pollution,small-particle_pollution,0.527367889881134,680,air_pollutionsmall-particle_pollution680
632,air_pollution,smog,0.4513489007949829,680,air_pollutionsmog680
633,environmental_condition,climate,0.7397094964981079,680,environmental_conditionclimate680
634,environmental_condition,deforestation,0.6694931387901306,680,environmental_conditiondeforestation680
635,environmental_condition,depopulation,0.5468514561653137,680,environmental_conditiondepopulation680
636,environmental_condition,erosion,0.6330679655075073,680,environmental_conditionerosion680
637,environmental_condition,glaciation,0.5916449427604675,680,environmental_conditionglaciation680
638,environmental_condition,inhospitableness,0.7549000382423401,680,environmental_conditioninhospitableness680
639,environmental_condition,meteorological_conditions,0.7121860384941101,680,environmental_conditionmeteorological_conditions680
640,environmental_condition,pollution,0.6937840580940247,680,environmental_conditionpollution680
641,pollution,air_pollution,0.8691330552101135,680,pollutionair_pollution680
642,pollution,biodegradable_pollution,0.8046217560768127,680,pollutionbiodegradable_pollution680
643,pollution,noise_pollution,0.8156081438064575,680,pollutionnoise_pollution680
644,pollution,nonbiodegradable_pollution,0.8405731916427612,680,pollutionnonbiodegradable_pollution680
645,pollution,thermal_pollution,0.8373183608055115,680,pollutionthermal_pollution680
646,pollution,water_pollution,0.8653829097747803,680,pollutionwater_pollution680
647,erosion,acid_rain,0.40448227524757385,680,erosionacid_rain680
648,chromophore,aminomethane,0.7710831761360168,681,chromophoreaminomethane681
649,chromophore,methyl,0.8478402495384216,681,chromophoremethyl681
650,chromophore,foryml,0.8532822728157043,681,chromophoreforyml681
651,alcohol_group,hydroxymethyl,0.7813023924827576,681,alcohol_grouphydroxymethyl681
652,alcohol_group,glucosamine,0.6653167605400085,681,alcohol_groupglucosamine681
653,alcohol_group,ethyl,0.796349287033081,681,alcohol_groupethyl681
654,group,acyl,0.957511842250824,681,groupacyl681
655,group,alcohol_group,0.9166669249534607,681,groupalcohol_group681
656,group,aldehyde_group,0.9145192503929138,681,groupaldehyde_group681
657,group,alkyl,0.9083850383758545,681,groupalkyl681
658,group,allyl,0.9068969488143921,681,groupallyl681
659,group,amino,0.9677391648292542,681,groupamino681
660,group,amyl,0.9379742741584778,681,groupamyl681
661,group,azido_group,0.9237058758735657,681,groupazido_group681
662,group,azo_group,0.9353216290473938,681,groupazo_group681
663,group,benzoyl_group,0.9014358520507812,681,groupbenzoyl_group681
664,group,benzyl,0.8840678930282593,681,groupbenzyl681
665,group,butyl,0.8911141157150269,681,groupbutyl681
666,group,cacodyl,0.878989040851593,681,groupcacodyl681
667,group,carbonyl_group,0.8966361880302429,681,groupcarbonyl_group681
668,group,carboxyl,0.9348080158233643,681,groupcarboxyl681
669,group,chromophore,0.9335730075836182,681,groupchromophore681
670,group,cyano_group,0.916169285774231,681,groupcyano_group681
671,group,glyceryl,0.8676968812942505,681,groupglyceryl681
672,group,hydrazo_group,0.9296979904174805,681,grouphydrazo_group681
673,group,hydroxyl,0.9251738786697388,681,grouphydroxyl681
674,group,ketone_group,0.9092487692832947,681,groupketone_group681
675,group,methylene_group,0.9271576404571533,681,groupmethylene_group681
676,group,nitrite,0.851231575012207,681,groupnitrite681
677,group,nitro_group,0.9204592108726501,681,groupnitro_group681
678,group,propyl,0.9228342771530151,681,grouppropyl681
679,group,vinyl,0.8402631282806396,681,groupvinyl681
680,azido_group,sodium_nitrite,0.8136516809463501,681,azido_groupsodium_nitrite681
681,carbonyl_group,uranyl,0.7299022078514099,681,carbonyl_groupuranyl681
682,amino,acetyl,0.7450917959213257,681,aminoacetyl681
683,soil,alluvial_soil,0.9155049324035645,682,soilalluvial_soil682
684,soil,bog_soil,0.891718864440918,682,soilbog_soil682
685,soil,bole,0.8165475726127625,682,soilbole682
686,soil,caliche,0.8588149547576904,682,soilcaliche682
687,soil,clay,0.8249993324279785,682,soilclay682
688,soil,clunch,0.7867954969406128,682,soilclunch682
689,soil,desert_soil,0.9342218637466431,682,soildesert_soil682
690,soil,fuller's_earth,0.8628332614898682,682,soilfuller's_earth682
691,soil,gilgai_soil,0.9022688269615173,682,soilgilgai_soil682
692,soil,gumbo,0.8229596018791199,682,soilgumbo682
693,soil,humus,0.8845616579055786,682,soilhumus682
694,soil,Indian_red,0.8430743217468262,682,soilIndian_red682
695,soil,indurated_clay,0.691351592540741,682,soilindurated_clay682
696,soil,laterite,0.7736634612083435,682,soillaterite682
697,soil,loam,0.8499499559402466,682,soilloam682
698,soil,loess,0.7839099764823914,682,soilloess682
699,soil,marl,0.8140982985496521,682,soilmarl682
700,soil,mold,0.8139678835868835,682,soilmold682
701,soil,mud,0.8574526906013489,682,soilmud682
702,soil,podzol,0.7438267469406128,682,soilpodzol682
703,soil,prairie_soil,0.9281328916549683,682,soilprairie_soil682
704,soil,regosol,0.81465083360672,682,soilregosol682
705,soil,residual_soil,0.9220119118690491,682,soilresidual_soil682
706,soil,sand,0.8315473198890686,682,soilsand682
707,soil,silt,0.8737421631813049,682,soilsilt682
708,soil,subsoil,0.8994488716125488,682,soilsubsoil682
709,soil,till,0.7989314198493958,682,soiltill682
710,soil,topsoil,0.8982247710227966,682,soiltopsoil682
