,parent_x,child_x,group_x,type,compare,parent_y,child_y,weight,group_y
550,law_enforcement_agency,United_States_Marshals_Service,675,test,law_enforcement_agencyUnited_States_Marshals_Service675,law_enforcement_agency,United_States_Marshals_Service,0.9394248127937317,675.0
551,law_enforcement_agency,Federal_Bureau_of_Prisons,675,test,law_enforcement_agencyFederal_Bureau_of_Prisons675,law_enforcement_agency,Federal_Bureau_of_Prisons,0.9333136081695557,675.0
552,law_enforcement_agency,Federal_Bureau_of_Investigation,675,test,law_enforcement_agencyFederal_Bureau_of_Investigation675,law_enforcement_agency,Federal_Bureau_of_Investigation,0.9319923520088196,675.0
553,police,Schutzstaffel,675,test,policeSchutzstaffel675,police,Schutzstaffel,0.864955723285675,675.0
554,police,posse,675,test,policeposse675,police,posse,0.9191979765892029,675.0
555,police,gendarmerie,675,test,policegendarmerie675,police,gendarmerie,0.8561379313468933,675.0
556,police,Mutawa'een,675,test,policeMutawa'een675,police,Mutawa'een,0.7520015239715576,675.0
557,police,Royal_Canadian_Mounted_Police,675,test,policeRoyal_Canadian_Mounted_Police675,police,Royal_Canadian_Mounted_Police,0.9866162538528442,675.0
558,police,secret_police,675,test,policesecret_police675,police,secret_police,0.9825721979141235,675.0
559,police,Europol,675,test,policeEuropol675,police,Europol,0.8985856771469116,675.0
560,police,Scotland_Yard,675,test,policeScotland_Yard675,police,Scotland_Yard,0.9114950895309448,675.0
561,secret_police,Gestapo,675,test,secret_policeGestapo675,secret_police,Gestapo,0.7626656889915466,675.0
562,beauty,attractiveness,676,test,beautyattractiveness676,beauty,attractiveness,0.8819791078567505,676.0
563,beauty,exquisiteness,676,test,beautyexquisiteness676,beauty,exquisiteness,0.7901192903518677,676.0
564,beauty,pulchritude,676,test,beautypulchritude676,beauty,pulchritude,0.7048736810684204,676.0
565,beauty,prettiness,676,test,beautyprettiness676,beauty,prettiness,0.9094149470329285,676.0
566,beauty,comeliness,676,test,beautycomeliness676,beauty,comeliness,0.7399073243141174,676.0
567,beauty,handsomeness,676,test,beautyhandsomeness676,beauty,handsomeness,0.7185443639755249,676.0
568,beauty,glamor,676,test,beautyglamor676,beauty,glamor,0.8891123533248901,676.0
569,beauty,pleasingness,676,test,beautypleasingness676,beauty,pleasingness,0.7269792556762695,676.0
570,beauty,raw_beauty,676,test,beautyraw_beauty676,beauty,raw_beauty,0.9618704915046692,676.0
571,beauty,glory,676,test,beautyglory676,beauty,glory,0.8263403177261353,676.0
572,beauty,picturesqueness,676,test,beautypicturesqueness676,beauty,picturesqueness,0.8087592720985413,676.0
573,attractiveness,charisma,676,test,attractivenesscharisma676,attractiveness,charisma,0.7218385934829712,676.0
574,attractiveness,adorability,676,test,attractivenessadorability676,attractiveness,adorability,0.7655671834945679,676.0
575,attractiveness,appeal,676,test,attractivenessappeal676,attractiveness,appeal,0.7679771184921265,676.0
576,attractiveness,sex_appeal,676,test,attractivenesssex_appeal676,attractiveness,sex_appeal,0.9117699265480042,676.0
577,attractiveness,spiff,676,test,attractivenessspiff676,attractiveness,spiff,0.8130397796630859,676.0
578,attractiveness,bewitchery,676,test,attractivenessbewitchery676,attractiveness,bewitchery,0.7725793719291687,676.0
579,appeal,siren_call,676,test,appealsiren_call676,appeal,siren_call,0.6404427289962769,676.0
580,appeal,winsomeness,676,test,appealwinsomeness676,,,,
581,sex_appeal,sultriness,676,test,sex_appealsultriness676,sex_appeal,sultriness,0.3985677659511566,676.0
582,pulchritude,curvaceousness,676,test,pulchritudecurvaceousness676,pulchritude,curvaceousness,0.2031659483909607,676.0
583,radical,Trotskyite,677,test,radicalTrotskyite677,radical,Trotskyite,0.770009458065033,677.0
584,radical,Bolshevik,677,test,radicalBolshevik677,radical,Bolshevik,0.7959052920341492,677.0
585,radical,Wobbly,677,test,radicalWobbly677,radical,Wobbly,0.5519621968269348,677.0
586,radical,revolutionist,677,test,radicalrevolutionist677,radical,revolutionist,0.8582627773284912,677.0
587,radical,extremist,677,test,radicalextremist677,radical,extremist,0.930950403213501,677.0
588,radical,leveler,677,test,radicalleveler677,radical,leveler,0.5808196663856506,677.0
589,radical,terrorist,677,test,radicalterrorist677,radical,terrorist,0.8655573725700378,677.0
590,radical,young_Turk,677,test,radicalyoung_Turk677,radical,young_Turk,0.6585505604743958,677.0
591,radical,anarchist,677,test,radicalanarchist677,radical,anarchist,0.8495905995368958,677.0
592,revolutionist,Zhou_En-lai,677,test,revolutionistZhou_En-lai677,revolutionist,Zhou_En-lai,0.6461723446846008,677.0
593,revolutionist,Zapata,677,test,revolutionistZapata677,revolutionist,Zapata,0.6195414662361145,677.0
594,revolutionist,Guevara,677,test,revolutionistGuevara677,revolutionist,Guevara,0.6537160277366638,677.0
595,revolutionist,dynamiter,677,test,revolutionistdynamiter677,revolutionist,dynamiter,0.5432106852531433,677.0
596,revolutionist,Girondist,677,test,revolutionistGirondist677,revolutionist,Girondist,0.41237854957580566,677.0
597,revolutionist,Trotsky,677,test,revolutionistTrotsky677,revolutionist,Trotsky,0.6580358147621155,677.0
598,revolutionist,Mao,677,test,revolutionistMao677,revolutionist,Mao,0.7332485318183899,677.0
599,revolutionist,Marti,677,test,revolutionistMarti677,revolutionist,Marti,0.5746596455574036,677.0
600,revolutionist,Marx,677,test,revolutionistMarx677,revolutionist,Marx,0.461269736289978,677.0
601,revolutionist,Mirabeau,677,test,revolutionistMirabeau677,revolutionist,Mirabeau,0.629270613193512,677.0
602,revolutionist,Villa,677,test,revolutionistVilla677,revolutionist,Villa,0.5998783111572266,677.0
603,revolutionist,counterrevolutionist,677,test,revolutionistcounterrevolutionist677,revolutionist,counterrevolutionist,0.7684955596923828,677.0
604,revolutionist,Danton,677,test,revolutionistDanton677,revolutionist,Danton,0.5894213318824768,677.0
605,revolutionist,Robespierre,677,test,revolutionistRobespierre677,revolutionist,Robespierre,0.6980307102203369,677.0
606,revolutionist,Corday,677,test,revolutionistCorday677,revolutionist,Corday,0.5858600735664368,677.0
607,revolutionist,insurgent,677,test,revolutionistinsurgent677,revolutionist,insurgent,0.5960008502006531,677.0
608,revolutionist,Marat,677,test,revolutionistMarat677,revolutionist,Marat,0.6448289155960083,677.0
609,insurgent,Turner,677,test,insurgentTurner677,insurgent,Turner,0.36083775758743286,677.0
610,insurgent,mutineer,677,test,insurgentmutineer677,insurgent,mutineer,0.32220458984375,677.0
611,insurgent,Young_Turk,677,test,insurgentYoung_Turk677,insurgent,Young_Turk,0.4077809154987335,677.0
612,insurgent,Vesey,677,test,insurgentVesey677,insurgent,Vesey,0.3585534393787384,677.0
613,insurgent,Wallace,677,test,insurgentWallace677,insurgent,Wallace,0.3791295289993286,677.0
614,terrorist,bin_Laden,677,test,terroristbin_Laden677,terrorist,bin_Laden,0.8990333676338196,677.0
615,terrorist,Jacobin,677,test,terroristJacobin677,terrorist,Jacobin,0.8255168795585632,677.0
616,terrorist,sleeper,677,test,terroristsleeper677,terrorist,sleeper,0.7261567711830139,677.0
617,terrorist,Sanchez,677,test,terroristSanchez677,terrorist,Sanchez,0.7690820693969727,677.0
618,terrorist,suicide_bomber,677,test,terroristsuicide_bomber677,terrorist,suicide_bomber,0.8017774820327759,677.0
619,terrorist,hacker,677,test,terroristhacker677,terrorist,hacker,0.7843576669692993,677.0
620,terrorist,Jaffar,677,test,terroristJaffar677,terrorist,Jaffar,0.776131808757782,677.0
621,suicide_bomber,kamikaze,677,test,suicide_bomberkamikaze677,suicide_bomber,kamikaze,0.3206273317337036,677.0
622,anarchist,Kropotkin,677,test,anarchistKropotkin677,anarchist,Kropotkin,0.5346052050590515,677.0
623,anarchist,Sacco,677,test,anarchistSacco677,anarchist,Sacco,0.5027266144752502,677.0
624,anarchist,Tucker,677,test,anarchistTucker677,anarchist,Tucker,0.5845645070075989,677.0
625,anarchist,Bakunin,677,test,anarchistBakunin677,anarchist,Bakunin,0.8082980513572693,677.0
626,anarchist,Goldman,677,test,anarchistGoldman677,anarchist,Goldman,0.5597416162490845,677.0
627,anarchist,Vanzetti,677,test,anarchistVanzetti677,anarchist,Vanzetti,0.618779718875885,677.0
628,blessing,backing,678,test,blessingbacking678,blessing,backing,0.8009127378463745,678.0
629,blessing,adoption,678,test,blessingadoption678,blessing,adoption,0.6246192455291748,678.0
630,blessing,admiration,678,test,blessingadmiration678,blessing,admiration,0.7909530997276306,678.0
631,blessing,reward,678,test,blessingreward678,blessing,reward,0.8199471831321716,678.0
632,adoption,embrace,678,test,adoptionembrace678,adoption,embrace,0.6283485889434814,678.0
633,admiration,adoration,678,test,admirationadoration678,admiration,adoration,0.9609981775283813,678.0
634,admiration,idealization,678,test,admirationidealization678,admiration,idealization,0.6126132011413574,678.0
635,adoration,glorification,678,test,adorationglorification678,adoration,glorification,0.7615348100662231,678.0
636,idealization,sentimentalization,678,test,idealizationsentimentalization678,idealization,sentimentalization,0.4198068082332611,678.0
637,reward,carrot,678,test,rewardcarrot678,reward,carrot,0.9622519016265869,678.0
638,cytotoxic_drug,antineoplastic,679,test,cytotoxic_drugantineoplastic679,cytotoxic_drug,antineoplastic,0.8316279053688049,679.0
639,antineoplastic,antimetabolite,679,test,antineoplasticantimetabolite679,antineoplastic,antimetabolite,0.8952651023864746,679.0
640,antineoplastic,periwinkle_plant_derivative,679,test,antineoplasticperiwinkle_plant_derivative679,antineoplastic,periwinkle_plant_derivative,0.836392879486084,679.0
641,antineoplastic,asparaginase,679,test,antineoplasticasparaginase679,antineoplastic,asparaginase,0.9287684559822083,679.0
642,antineoplastic,procarbazine,679,test,antineoplasticprocarbazine679,antineoplastic,procarbazine,0.9306572079658508,679.0
643,antineoplastic,thioguanine,679,test,antineoplasticthioguanine679,antineoplastic,thioguanine,0.914165735244751,679.0
644,antineoplastic,antineoplastic_antibiotic,679,test,antineoplasticantineoplastic_antibiotic679,antineoplastic,antineoplastic_antibiotic,0.9815535545349121,679.0
645,antineoplastic,alkylating_agent,679,test,antineoplasticalkylating_agent679,antineoplastic,alkylating_agent,0.8428269028663635,679.0
646,antineoplastic,thiotepa,679,test,antineoplasticthiotepa679,antineoplastic,thiotepa,0.9475327730178833,679.0
647,antineoplastic,lomustine,679,test,antineoplasticlomustine679,antineoplastic,lomustine,0.8971790671348572,679.0
648,antineoplastic,melphalan,679,test,antineoplasticmelphalan679,antineoplastic,melphalan,0.9072890877723694,679.0
649,antineoplastic,floxuridine,679,test,antineoplasticfloxuridine679,antineoplastic,floxuridine,0.9327527284622192,679.0
650,antimetabolite,fluorouracil,679,test,antimetabolitefluorouracil679,antimetabolite,fluorouracil,0.76286780834198,679.0
651,antimetabolite,methotrexate,679,test,antimetabolitemethotrexate679,antimetabolite,methotrexate,0.8925822973251343,679.0
652,antimetabolite,mercaptopurine,679,test,antimetabolitemercaptopurine679,antimetabolite,mercaptopurine,0.8373571634292603,679.0
653,periwinkle_plant_derivative,vincristine,679,test,periwinkle_plant_derivativevincristine679,periwinkle_plant_derivative,vincristine,0.7142427563667297,679.0
654,periwinkle_plant_derivative,vinblastine,679,test,periwinkle_plant_derivativevinblastine679,,,,
655,antineoplastic_antibiotic,mithramycin,679,test,antineoplastic_antibioticmithramycin679,antineoplastic_antibiotic,mithramycin,0.9227206110954285,679.0
656,alkylating_agent,chlorambucil,679,test,alkylating_agentchlorambucil679,alkylating_agent,chlorambucil,0.916260838508606,679.0
657,anthozoan,sea_pen,680,test,anthozoansea_pen680,anthozoan,sea_pen,0.8092230558395386,680.0
658,anthozoan,sea_anemone,680,test,anthozoansea_anemone680,anthozoan,sea_anemone,0.8348259925842285,680.0
659,anthozoan,coral,680,test,anthozoancoral680,anthozoan,coral,0.6892853379249573,680.0
660,sea_anemone,actinia,680,test,sea_anemoneactinia680,sea_anemone,actinia,0.2844359278678894,680.0
661,coral,stony_coral,680,test,coralstony_coral680,coral,stony_coral,0.9945864677429199,680.0
662,coral,gorgonian,680,test,coralgorgonian680,coral,gorgonian,0.9283384084701538,680.0
663,stony_coral,brain_coral,680,test,stony_coralbrain_coral680,stony_coral,brain_coral,0.7233567833900452,680.0
664,stony_coral,mushroom_coral,680,test,stony_coralmushroom_coral680,stony_coral,mushroom_coral,0.6487558484077454,680.0
665,stony_coral,staghorn_coral,680,test,stony_coralstaghorn_coral680,stony_coral,staghorn_coral,0.7439737915992737,680.0
666,gorgonian,red_coral,680,test,gorgonianred_coral680,gorgonian,red_coral,0.47502246499061584,680.0
667,gorgonian,sea_feather,680,test,gorgoniansea_feather680,gorgonian,sea_feather,0.19651468098163605,680.0
668,gorgonian,sea_fan,680,test,gorgoniansea_fan680,gorgonian,sea_fan,0.2080034613609314,680.0
669,psychotherapy,client-centered_therapy,681,test,psychotherapyclient-centered_therapy681,psychotherapy,client-centered_therapy,0.9224605560302734,681.0
670,psychotherapy,hypnotherapy,681,test,psychotherapyhypnotherapy681,psychotherapy,hypnotherapy,0.8660955429077148,681.0
671,psychotherapy,play_therapy,681,test,psychotherapyplay_therapy681,psychotherapy,play_therapy,0.8782536387443542,681.0
672,psychotherapy,self-analysis,681,test,psychotherapyself-analysis681,psychotherapy,self-analysis,0.6075371503829956,681.0
673,psychotherapy,psychoanalysis,681,test,psychotherapypsychoanalysis681,psychotherapy,psychoanalysis,0.8598152995109558,681.0
674,psychotherapy,behavior_therapy,681,test,psychotherapybehavior_therapy681,psychotherapy,behavior_therapy,0.8974970579147339,681.0
675,psychotherapy,crisis_intervention,681,test,psychotherapycrisis_intervention681,psychotherapy,crisis_intervention,0.681500256061554,681.0
676,psychotherapy,group_therapy,681,test,psychotherapygroup_therapy681,psychotherapy,group_therapy,0.8823129534721375,681.0
677,psychoanalysis,hypnoanalysis,681,test,psychoanalysishypnoanalysis681,psychoanalysis,hypnoanalysis,0.6097127795219421,681.0
678,behavior_therapy,desensitization_technique,681,test,behavior_therapydesensitization_technique681,behavior_therapy,desensitization_technique,0.2963241934776306,681.0
679,behavior_therapy,implosion_therapy,681,test,behavior_therapyimplosion_therapy681,behavior_therapy,implosion_therapy,0.4532952606678009,681.0
680,behavior_therapy,reciprocal_inhibition,681,test,behavior_therapyreciprocal_inhibition681,behavior_therapy,reciprocal_inhibition,0.2219948172569275,681.0
681,behavior_therapy,token_economy,681,test,behavior_therapytoken_economy681,,,,
682,behavior_therapy,assertiveness_training,681,test,behavior_therapyassertiveness_training681,behavior_therapy,assertiveness_training,0.3423294126987457,681.0
683,behavior_therapy,aversion_therapy,681,test,behavior_therapyaversion_therapy681,behavior_therapy,aversion_therapy,0.5532994866371155,681.0
684,desensitization_technique,exposure_therapy,681,test,desensitization_techniqueexposure_therapy681,desensitization_technique,exposure_therapy,0.5746078491210938,681.0
685,group_therapy,family_therapy,681,test,group_therapyfamily_therapy681,,,,
686,industrial_process,fractionation,682,test,industrial_processfractionation682,industrial_process,fractionation,0.7925877571105957,682.0
687,industrial_process,Acheson_process,682,test,industrial_processAcheson_process682,industrial_process,Acheson_process,0.8764804005622864,682.0
688,industrial_process,Haber_process,682,test,industrial_processHaber_process682,industrial_process,Haber_process,0.8731659054756165,682.0
689,industrial_process,Solvay_process,682,test,industrial_processSolvay_process682,industrial_process,Solvay_process,0.7859413027763367,682.0
690,industrial_process,Bessemer_process,682,test,industrial_processBessemer_process682,industrial_process,Bessemer_process,0.8715572953224182,682.0
691,industrial_process,electrostatic_precipitation,682,test,industrial_processelectrostatic_precipitation682,industrial_process,electrostatic_precipitation,0.6945711970329285,682.0
692,industrial_process,cyanide_process,682,test,industrial_processcyanide_process682,industrial_process,cyanide_process,0.7577736973762512,682.0
693,fractionation,fractional_distillation,682,test,fractionationfractional_distillation682,fractionation,fractional_distillation,0.7808523178100586,682.0
694,fractionation,destructive_distillation,682,test,fractionationdestructive_distillation682,fractionation,destructive_distillation,0.39135491847991943,682.0
695,destructive_distillation,carbonization,682,test,destructive_distillationcarbonization682,destructive_distillation,carbonization,0.06627564132213593,682.0
696,accident,shipwreck,683,test,accidentshipwreck683,accident,shipwreck,0.9028796553611755,683.0
697,accident,crash,683,test,accidentcrash683,accident,crash,0.9525394439697266,683.0
698,accident,fatal_accident,683,test,accidentfatal_accident683,accident,fatal_accident,0.9930718541145325,683.0
699,accident,injury,683,test,accidentinjury683,accident,injury,0.881585955619812,683.0
700,accident,collision,683,test,accidentcollision683,accident,collision,0.8846616148948669,683.0
701,shipwreck,capsizing,683,test,shipwreckcapsizing683,shipwreck,capsizing,0.06615535169839859,683.0
702,crash,prang,683,test,crashprang683,crash,prang,0.2861616313457489,683.0
703,fatal_accident,collateral_damage,683,test,fatal_accidentcollateral_damage683,fatal_accident,collateral_damage,0.3434797525405884,683.0
704,injury,concussion,683,test,injuryconcussion683,injury,concussion,0.9757421016693115,683.0
705,injury,mutilation,683,test,injurymutilation683,injury,mutilation,0.9516486525535583,683.0
706,mutilation,dismemberment,683,test,mutilationdismemberment683,mutilation,dismemberment,0.5104793906211853,683.0
707,collision,smash,683,test,collisionsmash683,collision,smash,0.6821228861808777,683.0
708,collision,fender-bender,683,test,collisionfender-bender683,collision,fender-bender,0.6761680245399475,683.0
709,collision,pileup,683,test,collisionpileup683,collision,pileup,0.7086201310157776,683.0
710,section,subsection,684,test,sectionsubsection684,section,subsection,0.7289979457855225,684.0
711,section,straightaway,684,test,sectionstraightaway684,section,straightaway,0.949401319026947,684.0
712,section,dado,684,test,sectiondado684,section,dado,0.9644962549209595,684.0
713,section,leaf,684,test,sectionleaf684,section,leaf,0.9574123620986938,684.0
714,section,length,684,test,sectionlength684,section,length,0.8762490153312683,684.0
715,section,bend,684,test,sectionbend684,section,bend,0.9548395276069641,684.0
716,straightaway,stretch,684,test,straightawaystretch684,straightaway,stretch,0.2766709327697754,684.0
717,stretch,homestretch,684,test,stretchhomestretch684,stretch,homestretch,0.6699665784835815,684.0
718,leaf,drop-leaf,684,test,leafdrop-leaf684,leaf,drop-leaf,0.9963117241859436,684.0
719,bend,blind_curve,684,test,bendblind_curve684,bend,blind_curve,0.5558573007583618,684.0
720,bend,hairpin_bend,684,test,bendhairpin_bend684,bend,hairpin_bend,0.9049942493438721,684.0
721,bend,elbow,684,test,bendelbow684,bend,elbow,0.5067328810691833,684.0
722,behavior,discourtesy,685,test,behaviordiscourtesy685,behavior,discourtesy,0.984684944152832,685.0
723,behavior,bohemianism,685,test,behaviorbohemianism685,behavior,bohemianism,0.9926965832710266,685.0
724,behavior,dirty_pool,685,test,behaviordirty_pool685,behavior,dirty_pool,0.980776309967041,685.0
725,behavior,dirty_tricks,685,test,behaviordirty_tricks685,behavior,dirty_tricks,0.9897862672805786,685.0
726,behavior,easiness,685,test,behavioreasiness685,behavior,easiness,0.9769311547279358,685.0
727,behavior,the_way_of_the_world,685,test,behaviorthe_way_of_the_world685,behavior,the_way_of_the_world,0.9713776707649231,685.0
728,behavior,aggression,685,test,behavioraggression685,behavior,aggression,0.9963609576225281,685.0
729,discourtesy,insolence,685,test,discourtesyinsolence685,discourtesy,insolence,0.6274161338806152,685.0
730,discourtesy,insult,685,test,discourtesyinsult685,discourtesy,insult,0.6580864787101746,685.0
731,discourtesy,presumption,685,test,discourtesypresumption685,discourtesy,presumption,0.3587430715560913,685.0
732,discourtesy,indelicacy,685,test,discourtesyindelicacy685,discourtesy,indelicacy,0.5978808403015137,685.0
733,discourtesy,derision,685,test,discourtesyderision685,discourtesy,derision,0.5575140118598938,685.0
734,discourtesy,rebuff,685,test,discourtesyrebuff685,discourtesy,rebuff,0.6464385986328125,685.0
735,insult,indignity,685,test,insultindignity685,insult,indignity,0.8709083199501038,685.0
736,insult,scandalization,685,test,insultscandalization685,insult,scandalization,0.7202316522598267,685.0
737,derision,mock,685,test,derisionmock685,derision,mock,0.5454356670379639,685.0
738,rebuff,snub,685,test,rebuffsnub685,,,,
739,rebuff,silent_treatment,685,test,rebuffsilent_treatment685,,,,
740,aggression,bullying,685,test,aggressionbullying685,aggression,bullying,0.9520494937896729,685.0
741,aggression,self-assertion,685,test,aggressionself-assertion685,aggression,self-assertion,0.6996747255325317,685.0
742,aggression,bitchery,685,test,aggressionbitchery685,aggression,bitchery,0.8611704707145691,685.0
743,aggression,aggravation,685,test,aggressionaggravation685,aggression,aggravation,0.8617246747016907,685.0
744,aggression,raising_hell,685,test,aggressionraising_hell685,aggression,raising_hell,0.8741937279701233,685.0
745,bullying,terrorization,685,test,bullyingterrorization685,bullying,terrorization,0.5039300918579102,685.0
746,aggravation,aggro,685,test,aggravationaggro685,aggravation,aggro,0.7766162753105164,685.0
747,aggravation,twit,685,test,aggravationtwit685,aggravation,twit,0.42565253376960754,685.0
748,aggravation,last_straw,685,test,aggravationlast_straw685,,,,
749,killer,poisoner,686,test,killerpoisoner686,killer,poisoner,0.8719881772994995,686.0
750,killer,murderer,686,test,killermurderer686,killer,murderer,0.8711347579956055,686.0
751,killer,exterminator,686,test,killerexterminator686,killer,exterminator,0.6303526163101196,686.0
752,killer,suicide,686,test,killersuicide686,killer,suicide,0.7295768857002258,686.0
753,killer,executioner,686,test,killerexecutioner686,killer,executioner,0.6957249641418457,686.0
754,killer,garroter,686,test,killergarroter686,,,,
755,killer,regicide,686,test,killerregicide686,killer,regicide,0.8847794532775879,686.0
756,murderer,assassin,686,test,murdererassassin686,murderer,assassin,0.8800240755081177,686.0
757,murderer,gunman,686,test,murderergunman686,murderer,gunman,0.8256497383117676,686.0
758,murderer,infanticide,686,test,murdererinfanticide686,murderer,infanticide,0.9162241816520691,686.0
759,murderer,murderess,686,test,murderermurderess686,murderer,murderess,0.9333966970443726,686.0
760,murderer,ripper,686,test,murdererripper686,murderer,ripper,0.8987630605697632,686.0
761,murderer,cutthroat,686,test,murderercutthroat686,murderer,cutthroat,0.8442866206169128,686.0
762,murderer,Jack_the_Ripper,686,test,murdererJack_the_Ripper686,murderer,Jack_the_Ripper,0.942091703414917,686.0
763,murderer,fratricide,686,test,murdererfratricide686,murderer,fratricide,0.8594524264335632,686.0
764,murderer,hatchet_man,686,test,murdererhatchet_man686,murderer,hatchet_man,0.8888604640960693,686.0
765,murderer,parricide,686,test,murdererparricide686,murderer,parricide,0.9521322846412659,686.0
766,murderer,butcher,686,test,murdererbutcher686,murderer,butcher,0.8591773509979248,686.0
767,murderer,serial_killer,686,test,murdererserial_killer686,murderer,serial_killer,0.9752082824707031,686.0
768,murderer,mass_murderer,686,test,murderermass_murderer686,murderer,mass_murderer,0.9940160512924194,686.0
769,assassin,Booth,686,test,assassinBooth686,assassin,Booth,0.6785140037536621,686.0
770,assassin,Oswald,686,test,assassinOswald686,assassin,Oswald,0.810127854347229,686.0
771,parricide,matricide,686,test,parricidematricide686,parricide,matricide,0.36370545625686646,686.0
772,parricide,patricide,686,test,parricidepatricide686,parricide,patricide,0.4259781837463379,686.0
773,serial_killer,spree_killer,686,test,serial_killerspree_killer686,serial_killer,spree_killer,0.6537038683891296,686.0
774,executioner,electrocutioner,686,test,executionerelectrocutioner686,,,,
775,executioner,headsman,686,test,executionerheadsman686,,,,
776,executioner,hangman,686,test,executionerhangman686,executioner,hangman,0.4545009732246399,686.0
777,settler,sourdough,687,test,settlersourdough687,settler,sourdough,0.5141710638999939,687.0
778,settler,Pilgrim,687,test,settlerPilgrim687,settler,Pilgrim,0.7973556518554688,687.0
779,settler,Winslow,687,test,settlerWinslow687,settler,Winslow,0.7868736386299133,687.0
780,settler,Endecott,687,test,settlerEndecott687,settler,Endecott,0.7629936933517456,687.0
781,settler,Hutchinson,687,test,settlerHutchinson687,settler,Hutchinson,0.7716970443725586,687.0
782,settler,squatter,687,test,settlersquatter687,settler,squatter,0.7855939269065857,687.0
783,settler,pioneer,687,test,settlerpioneer687,settler,pioneer,0.8033424615859985,687.0
784,settler,Minuit,687,test,settlerMinuit687,settler,Minuit,0.791035532951355,687.0
785,settler,Standish,687,test,settlerStandish687,settler,Standish,0.749404788017273,687.0
786,settler,Williams,687,test,settlerWilliams687,settler,Williams,0.7855613827705383,687.0
787,pioneer,bushman,687,test,pioneerbushman687,pioneer,bushman,0.2733910083770752,687.0
788,pioneer,Chapman,687,test,pioneerChapman687,pioneer,Chapman,0.3185884952545166,687.0
789,pioneer,frontiersman,687,test,pioneerfrontiersman687,pioneer,frontiersman,0.4936875104904175,687.0
790,pioneer,frontierswoman,687,test,pioneerfrontierswoman687,pioneer,frontierswoman,0.33821895718574524,687.0
791,pioneer,Bowie,687,test,pioneerBowie687,pioneer,Bowie,0.332496702671051,687.0
792,frontiersman,Boone,687,test,frontiersmanBoone687,frontiersman,Boone,0.4515954256057739,687.0
793,frontiersman,Carson,687,test,frontiersmanCarson687,frontiersman,Carson,0.3165384531021118,687.0
794,frontiersman,Crockett,687,test,frontiersmanCrockett687,frontiersman,Crockett,0.41560426354408264,687.0
795,frontierswoman,Burk,687,test,frontierswomanBurk687,frontierswoman,Burk,0.2815847396850586,687.0
796,entrance,stage_door,688,test,entrancestage_door688,entrance,stage_door,0.7142778635025024,688.0
797,entrance,porte-cochere,688,test,entranceporte-cochere688,entrance,porte-cochere,0.6561158299446106,688.0
798,entrance,doorway,688,test,entrancedoorway688,entrance,doorway,0.832390308380127,688.0
799,entrance,vomitory,688,test,entrancevomitory688,entrance,vomitory,0.7614338397979736,688.0
800,entrance,hatchway,688,test,entrancehatchway688,entrance,hatchway,0.8531023859977722,688.0
801,entrance,service_door,688,test,entranceservice_door688,,,,
802,entrance,gateway,688,test,entrancegateway688,entrance,gateway,0.7836679816246033,688.0
803,entrance,portal,688,test,entranceportal688,entrance,portal,0.68533855676651,688.0
804,entrance,arch,688,test,entrancearch688,entrance,arch,0.7933628559112549,688.0
805,entrance,pithead,688,test,entrancepithead688,entrance,pithead,0.8012871742248535,688.0
806,doorway,exterior_door,688,test,doorwayexterior_door688,doorway,exterior_door,0.8692172765731812,688.0
807,exterior_door,back_door,688,test,exterior_doorback_door688,exterior_door,back_door,0.4798896908760071,688.0
808,exterior_door,Dutch_door,688,test,exterior_doorDutch_door688,exterior_door,Dutch_door,0.7071233987808228,688.0
809,exterior_door,side_door,688,test,exterior_doorside_door688,exterior_door,side_door,0.6194487810134888,688.0
810,exterior_door,front_door,688,test,exterior_doorfront_door688,exterior_door,front_door,0.6699289679527283,688.0
811,hatchway,escape_hatch,688,test,hatchwayescape_hatch688,,,,
812,manner,wise,689,test,mannerwise689,manner,wise,0.9615976810455322,689.0
813,manner,setup,689,test,mannersetup689,manner,setup,0.9043139815330505,689.0
814,manner,life_style,689,test,mannerlife_style689,manner,life_style,0.9364161491394043,689.0
815,manner,fit,689,test,mannerfit689,manner,fit,0.9519280791282654,689.0
816,manner,form,689,test,mannerform689,manner,form,0.9328194260597229,689.0
817,manner,artistic_style,689,test,mannerartistic_style689,manner,artistic_style,0.9570916891098022,689.0
818,manner,drape,689,test,mannerdrape689,manner,drape,0.9561362862586975,689.0
819,manner,response,689,test,mannerresponse689,manner,response,0.9155292510986328,689.0
820,manner,touch,689,test,mannertouch689,manner,touch,0.9481298327445984,689.0
821,life_style,fast_lane,689,test,life_stylefast_lane689,life_style,fast_lane,0.8775255680084229,689.0
822,life_style,vanity_fair,689,test,life_stylevanity_fair689,life_style,vanity_fair,0.76075679063797,689.0
823,life_style,free_living,689,test,life_stylefree_living689,life_style,free_living,0.9164668321609497,689.0
824,fit,hang,689,test,fithang689,fit,hang,0.9232791662216187,689.0
825,artistic_style,Romanticism,689,test,artistic_styleRomanticism689,artistic_style,Romanticism,0.8839046955108643,689.0
826,artistic_style,baroque,689,test,artistic_stylebaroque689,artistic_style,baroque,0.9524484872817993,689.0
827,artistic_style,neoclassicism,689,test,artistic_styleneoclassicism689,artistic_style,neoclassicism,0.8817968368530273,689.0
828,artistic_style,order,689,test,artistic_styleorder689,artistic_style,order,0.7374982833862305,689.0
829,artistic_style,rococo,689,test,artistic_stylerococo689,,,,
